freq_Hz,Sdd11_re,Sdd11_im,Sdd21_re,Sdd21_im,Sdc11_re,Sdc11_im,Scc11_re,Scc11_im
6.109750000000000000e+10,1.641631629131298231e-01,-8.665765708518527455e-02,2.612858032548389178e-02,4.202086313377575988e-02,-5.134868220844033930e-03,2.901043106129041604e-03,8.948122162735216989e-02,-5.527858763440263168e-02
6.134687500000000000e+10,1.649429169461731071e-01,-8.647058045381074420e-02,3.701016263988615718e-02,3.594860381795165344e-02,-4.649228309212458631e-03,3.358589686767620569e-03,8.910745104179365605e-02,-5.532661941912905140e-02
6.159625000000000000e+10,1.656292298218745018e-01,-8.613590607973686808e-02,4.609628754260244182e-02,2.691642887367901027e-02,-3.970733647579595578e-03,3.882971536655291205e-03,8.835856865437288765e-02,-5.475422825824779322e-02
6.184562500000000000e+10,1.662514647709344151e-01,-8.558650158140854169e-02,5.259512368659158277e-02,1.560758795029045312e-02,-3.015649574663189017e-03,4.341088025673844018e-03,8.745783051665111107e-02,-5.323209522271628302e-02
6.209500000000000000e+10,1.668819496316254758e-01,-8.474968467515305026e-02,5.600822970000664258e-02,2.871975625311328460e-03,-1.792686680823678182e-03,4.558720137994399374e-03,8.686316975755370429e-02,-5.054526267199487694e-02
6.234437500000000000e+10,1.676405103277222031e-01,-8.357466044978462127e-02,5.612636320768977366e-02,-1.039349299360313797e-02,-4.113247820017606766e-04,4.379264093988129679e-03,8.718079262306346888e-02,-4.673098472493855682e-02
6.259375000000000000e+10,1.686834396709880890e-01,-8.205904858932133727e-02,5.298782852015956890e-02,-2.332965402411815714e-02,9.411921461927025669e-04,3.715134327051832809e-03,8.901426983804361370e-02,-4.215062052860332753e-02
6.284312500000000000e+10,1.701801537152914101e-01,-8.026789554558642903e-02,4.682568391703050004e-02,-3.516233150950089092e-02,2.044213042360555621e-03,2.579831849410374380e-03,9.279122957375858516e-02,-3.747501564775986005e-02
6.309250000000000000e+10,1.722818159800003912e-01,-7.834100417139776285e-02,3.802253047935816310e-02,-4.522173560127271813e-02,2.697986329746062360e-03,1.094604402260453569e-03,9.861091602584172444e-02,-3.358273288341389468e-02
6.334187500000000000e+10,1.750869081259566473e-01,-7.648560043306536216e-02,2.708109976478124611e-02,-5.294907297392918710e-02,2.775745566995921169e-03,-5.323425374079702229e-04,1.061524683903384697e-01,-3.138781923433796306e-02
6.359125000000000000e+10,1.786102898797261862e-01,-7.495265442185443383e-02,1.460879000706474633e-02,-5.790483066818324226e-02,2.260337529304457319e-03,-2.051365911663604290e-03,1.146752235677176296e-01,-3.163105013297303619e-02
6.384062500000000000e+10,1.827640431227304241e-01,-7.399814771170362682e-02,1.306603375975112086e-03,-5.978798166386741636e-02,1.253016449197274238e-03,-3.231956933269103296e-03,1.231248421812247557e-01,-3.468386003332927375e-02
6.409000000000000000e+10,1.873583434763604894e-01,-7.383557622419882616e-02,-1.205069265279026455e-02,-5.846686658029753153e-02,-5.218013197382659341e-05,-3.921215634508771510e-03,1.303316435533846962e-01,-4.042016616627409908e-02
6.433937500000000000e+10,1.921267553987495158e-01,-7.459132859048507591e-02,-2.465428938520372593e-02,-5.401302964413087077e-02,-1.423631673719391762e-03,-4.079657515485719636e-03,1.352567290582600001e-01,-4.819989350422701491e-02
6.458875000000000000e+10,1.967725271620618110e-01,-7.627693157526108103e-02,-3.572400700039404797e-02,-4.672255962996880313e-02,-2.658744560072524594e-03,-3.779051598709363188e-03,1.372204687938256007e-01,-5.697761129687439058e-02
6.483812500000000000e+10,2.010235934270299951e-01,-7.878844919657765344e-02,-4.458554462324985229e-02,-3.710938758072202664e-02,-3.635958394230065158e-03,-3.161544819472440933e-03,1.360492613342512425e-01,-6.550985749432122751e-02
6.508750000000000000e+10,2.046792044737091032e-01,-8.193365837379359973e-02,-5.074446668361781015e-02,-2.586287778719389974e-02,-4.330315100129739081e-03,-2.377273010923402433e-03,1.321026206795852531e-01,-7.260288816730374462e-02
6.533687500000000000e+10,2.076342723877080687e-01,-8.547652263613160495e-02,-5.393689987592073520e-02,-1.377489590442453407e-02,-4.787159101001687948e-03,-1.528915558057022516e-03,1.261824488869614513e-01,-7.733362881881271356e-02
6.558625000000000000e+10,2.098776717591948615e-01,-8.918248874288851880e-02,-5.414383312155080646e-02,-1.653033828704624821e-03,-5.069173703676455381e-03,-6.485038111738970767e-04,1.193613525802441344e-01,-7.919317637839230761e-02
6.583562500000000000e+10,2.114718610200539139e-01,-9.285089937464782728e-02,-5.156866712559558807e-02,9.759122074600895189e-03,-5.205019311218350535e-03,2.851034686363252595e-04,1.127827400800024832e-01,-7.813365240954095459e-02
6.608500000000000000e+10,2.125265727317021125e-01,-9.632997518145244853e-02,-4.658972637536385603e-02,1.983882754106505372e-02,-5.165508911321540012e-03,1.300888453889179758e-03,1.074796807307019375e-01,-7.452936299116762198e-02
6.633437500000000000e+10,2.131767030590338008e-01,-9.951881495191380878e-02,-3.970485522660747307e-02,2.811341725713442305e-02,-4.877145671941311884e-03,2.388600724513989006e-03,1.042405243584588748e-01,-6.908027202643032827e-02
6.658375000000000000e+10,2.135674521160748351e-01,-1.023643107074301006e-01,-3.148194303709060671e-02,3.426819660927413191e-02,-4.262899269076188963e-03,3.474407453534774509e-03,1.035293126342010511e-01,-6.268754413390544011e-02
6.683312500000000000e+10,2.138439288959034235e-01,-1.048583956873786610e-01,-2.252022926710035844e-02,3.814427578223660020e-02,-3.287766795127767573e-03,4.429592208439239384e-03,1.054565685785865403e-01,-5.632329003858136535e-02
6.708250000000000000e+10,2.141409804941734885e-01,-1.070362941369372017e-01,-1.341851363559247445e-02,3.973497732910932084e-02,-1.987497795798959244e-03,5.105457306299129167e-03,1.097923840491339398e-01,-5.090791131705331429e-02
6.733187500000000000e+10,2.145711249680197774e-01,-1.089731916079400703e-01,-4.743029108078914910e-03,3.918214282486597033e-02,-4.699409892297968898e-04,5.376906933565514697e-03,1.160146791580017045e-01,-4.720357146773058316e-02
6.758125000000000000e+10,2.152115631645954430e-01,-1.107762817712328179e-01,3.009195851194152154e-03,3.676712592378925115e-02,1.108078852478472983e-03,5.176821499670469784e-03,1.233862227134909090e-01,-4.573121618896980323e-02
6.783062500000000000e+10,2.160934316468691718e-01,-1.125707176203590149e-01,9.449171363179667896e-03,3.288953051056221766e-02,2.576580677361389390e-03,4.510679358849026092e-03,1.310524718861916793e-01,-4.671827208334076303e-02
6.808000000000000000e+10,2.171971227534128246e-01,-1.144804317606758493e-01,1.432926549344588386e-02,2.803029241318697601e-02,3.787398580722888160e-03,3.450378607565888264e-03,1.381495713091525634e-01,-5.008221994895092205e-02
6.832937500000000000e+10,2.184565979042576156e-01,-1.166072115775264040e-01,1.756205267407836765e-02,2.270188418915014550e-02,4.638458447309207720e-03,2.113282226084549700e-03,1.439100183981998349e-01,-5.545135532975073445e-02
6.857875000000000000e+10,2.197733258279510604e-01,-1.190130038270054841e-01,1.921890020899523488e-02,1.739368384618761657e-02,5.083377224588831941e-03,6.353552004682246936e-04,1.477537260629743776e-01,-6.221946294667541483e-02
6.882812500000000000e+10,2.210374273792053701e-01,-1.217103783541148981e-01,1.950805678614934285e-02,1.252246631259767290e-02,5.127626419565718685e-03,-8.535638029321395044e-04,1.493543068908464999e-01,-6.962722404294313661e-02
6.907750000000000000e+10,2.221509937988448702e-01,-1.246641097270948795e-01,1.873719079279949004e-02,8.396203819176720901e-03,4.815661961742849148e-03,-2.247197943440843500e-03,1.486734780338473672e-01,-7.686055701014887775e-02
6.932687500000000000e+10,2.230475665638152194e-01,-1.278035693379714344e-01,1.726814856199667542e-02,5.195301910299467141e-03,4.214345538938354431e-03,-3.471146181427152422e-03,1.459598101695615546e-01,-8.315459920775621072e-02
6.957625000000000000e+10,2.237029045447649356e-01,-1.310423758489634716e-01,1.547169568520593945e-02,2.971100348912125710e-03,3.397240077369820341e-03,-4.482928559702554876e-03,1.417114459363877921e-01,-8.789126257665547115e-02
6.982562500000000000e+10,2.241349137770262123e-01,-1.342998046239846088e-01,1.368802250164398437e-02,1.658487710613259147e-03,2.432777245325371245e-03,-5.266186664161119288e-03,1.366061567603648330e-01,-9.067812825688678635e-02
7.007500000000000000e+10,2.243938420068252448e-01,-1.375184165983145412e-01,1.219620938731751092e-02,1.098308967710305648e-03,1.377584212331004615e-03,-5.821966245398394781e-03,1.314064277159033844e-01,-9.139731938896712704e-02
7.032437500000000000e+10,2.245463870396436079e-01,-1.406740274693423776e-01,1.119373998179626871e-02,1.065461231502497046e-03,2.748536734922191671e-04,-6.159755383196798342e-03,1.268518534330277114e-01,-9.021570093295966375e-02
7.057375000000000000e+10,2.246585072446885545e-01,-1.437767316862894884e-01,1.078592946319515203e-02,1.299374243144565304e-03,-8.433042035833334749e-04,-6.290291812719882650e-03,1.235548910895720026e-01,-8.755289586069857355e-02
7.082312500000000000e+10,2.247813097786588166e-01,-1.468642826405839319e-01,1.098462407192721604e-02,1.534309387494868417e-03,-1.951099854456884997e-03,-6.221344995801444955e-03,1.219173005899475970e-01,-8.401088775820093890e-02
7.107250000000000000e+10,2.249427907284386186e-01,-1.499909280782329990e-01,1.171530470676291312e-02,1.527332004611896754e-03,-3.023617803606226413e-03,-5.956869402135980818e-03,1.220820071863929490e-01,-8.027685353605093499e-02
7.132187500000000000e+10,2.251460850272920811e-01,-1.532153917649017316e-01,1.283145038848989769e-02,1.082016730257760609e-03,-4.032275729043905202e-03,-5.499197461310018770e-03,1.239284693724378300e-01,-7.701688512399956776e-02
7.157125000000000000e+10,2.253729830271304357e-01,-1.565911035611467494e-01,1.413458647674849938e-02,6.617836692346363387e-05,-4.942410563717007481e-03,-4.853357017893673506e-03,1.271104672078680331e-01,-7.478013544092947107e-02
7.182062500000000000e+10,2.255903285095502975e-01,-1.601604067520398800e-01,1.539796863061353160e-02,-1.577638748054362508e-03,-5.713673379259524669e-03,-4.032217885646748913e-03,1.311263482087467735e-01,-7.392977972667276465e-02
7.207000000000000000e+10,2.257567325096750399e-01,-1.639528928439261124e-01,1.639152049458586502e-02,-3.829512124197180511e-03,-6.303286493193275240e-03,-3.061039189533237403e-03,1.354059784833342162e-01,-7.461009932292111957e-02
7.231937500000000000e+10,2.258276713088542276e-01,-1.679867628247240507e-01,1.690557700983173067e-02,-6.597146735391872310e-03,-6.671596277789243121e-03,-1.980117433995040848e-03,1.393974288014796503e-01,-7.675049816867296482e-02
7.256875000000000000e+10,2.257581081145253465e-01,-1.722715056192114791e-01,1.677120642202812109e-02,-9.727588839127974257e-03,-6.788840590698694798e-03,-8.446029416910852058e-04,1.426394066884010547e-01,-8.010007017315647071e-02
7.281812500000000000e+10,2.255028548175188607e-01,-1.768102618302585805e-01,1.587533970206046058e-02,-1.302407456227604524e-02,-6.641725803017681229e-03,2.788947513572202189e-04,1.448108653982745353e-01,-8.428217586770632430e-02
7.306750000000000000e+10,2.250156369993779604e-01,-1.816008243663832233e-01,1.416955653643315466e-02,-1.626599955218716725e-02,-6.238340586286585457e-03,1.318637080067176087e-03,1.457549586762304505e-01,-8.885762934305885263e-02
7.331687500000000000e+10,2.242480818783159635e-01,-1.866350229600692023e-01,1.167210211272601966e-02,-1.922977513808935002e-02,-5.610157231564806557e-03,2.206100685321648290e-03,1.454790079706999306e-01,-9.338666422371635911e-02
7.356625000000000000e+10,2.231496384392813170e-01,-1.918969510040958726e-01,8.463474852729368364e-03,-2.170836711239204631e-02,-4.810373923223760194e-03,2.884907334154413264e-03,1.441348079622814249e-01,-9.748252004050261821e-02
7.381562500000000000e+10,2.216689235175741679e-01,-1.973609105559851196e-01,4.676641605519746801e-03,-2.352761701723150162e-02,-3.908556223960119209e-03,3.318669765468402859e-03,1.419846533652920628e-01,-1.008521533778144047e-01
7.406500000000000000e+10,2.197563928280015788e-01,-2.029899976127761685e-01,4.834880905097446811e-04,-2.455800091959297812e-02,-2.982301961255521931e-03,3.496191001219895768e-03,1.393585837323605969e-01,-1.033216670920723279e-01
7.431437500000000000e+10,2.173677693756342899e-01,-2.087359810685421035e-01,-3.920607035599826470e-03,-2.472119933578499282e-02,-2.107303746050737288e-03,3.432913773912857087e-03,1.366081522765998923e-01,-1.048455628227427244e-01
7.456375000000000000e+10,2.144674480459477506e-01,-2.145406923997316140e-01,-8.332225207228951408e-03,-2.399159312095785687e-02,-1.347555029748702480e-03,3.168236645054291287e-03,1.340618473584957449e-01,-1.055001895805038475e-01
7.481312500000000000e+10,2.110311501881279861e-01,-2.203387097948742712e-01,-1.255386355084992488e-02,-2.239341442469712160e-02,-7.474425529743978971e-04,2.759128998025394981e-03,1.319870503968168796e-01,-1.054631271937085946e-01
7.506250000000000000e+10,2.070473509130036915e-01,-2.260608202270379952e-01,-1.640537323066873152e-02,-1.999466351328680475e-02,-3.270906794736918709e-04,2.271195956095770421e-03,1.305627694397805960e-01,-1.049817869659457337e-01
7.531187500000000000e+10,2.025173279706508900e-01,-2.316376304637712547e-01,-1.973240896674142986e-02,-1.689901990299098183e-02,-8.166774229375074723e-05,1.768801725516687927e-03,1.298660464631557487e-01,-1.043359566643730502e-01
7.556125000000000000e+10,1.974539777857384493e-01,-2.370027553901662698e-01,-2.241189013550258860e-02,-1.323687021209700790e-02,1.540635558224881044e-05,1.305963500346759079e-03,1.298729017301595567e-01,-1.037998701719460848e-01
7.581062500000000000e+10,1.918978119781980796e-01,-2.421045092964234646e-01,-2.441395663096814286e-02,-9.151071886840989739e-03,7.221543113238883859e-06,9.222561359545535919e-04,1.304837927440967715e-01,-1.035874419933836554e-01
7.606000000000000000e+10,1.858965710827773510e-01,-2.468989931509520952e-01,-2.574451356625766588e-02,-4.783649276328892121e-03,-5.654293746623582635e-05,6.369805248838532764e-04,1.315408124729462447e-01,-1.038478683439232053e-01
7.630937500000000000e+10,1.793853821788924108e-01,-2.512895166915328771e-01,-2.605793710846578126e-02,-3.029220630601870204e-04,-1.350847108575420970e-04,4.312065766849562491e-04,1.327817863590572967e-01,-1.047959784546278056e-01
7.655875000000000000e+10,1.724645275648158116e-01,-2.552638568014425902e-01,-2.556645378001906957e-02,4.116607573603002328e-03,-1.826418615210964212e-04,2.899073042971141460e-04,1.340129398422381657e-01,-1.063886651274196377e-01
7.680812500000000000e+10,1.651711470092802059e-01,-2.587869504626348904e-01,-2.431071820275101936e-02,8.330405911075975875e-03,-1.757247156134559033e-04,1.763545720639640019e-04,1.350352781604900743e-01,-1.085783219814840800e-01
7.705750000000000000e+10,1.575421891640959304e-01,-2.618273850812281589e-01,-2.235563770610203907e-02,1.220860627058901159e-02,-1.091284055835847863e-04,4.837093149782058845e-05,1.356871208875990720e-01,-1.112641849733856242e-01
7.730687500000000000e+10,1.496144064430887655e-01,-2.643558431860357771e-01,-1.978620284707200555e-02,1.563931290300317467e-02,3.860857812830327361e-06,-1.343209979043578353e-04,1.358549523072984377e-01,-1.143109121312640419e-01
7.755625000000000000e+10,1.414250117492210357e-01,-2.663438266496034879e-01,-1.670310384002373499e-02,1.853095520187540701e-02,1.338487454117161539e-04,-4.034265029817488851e-04,1.354769618698527245e-01,-1.175677168608168927e-01
7.780562500000000000e+10,1.330128214071807646e-01,-2.677628590700923961e-01,-1.321829119225414670e-02,2.081373496927912611e-02,2.397937258756312759e-04,-7.768703816987488145e-04,1.345402494091950951e-01,-1.208857624214715737e-01
7.805500000000000000e+10,1.244196683127873904e-01,-2.685842832228131916e-01,-9.450633458883752128e-03,2.244022654822620116e-02,2.748511527349949547e-04,-1.255583000675931753e-03,1.330731443436176664e-01,-1.241321766662793341e-01
7.830437500000000000e+10,1.156918612685796932e-01,-2.687796894920757018e-01,-5.521813263929398717e-03,2.338521687420290832e-02,1.928187835694181000e-04,-1.822539434340620735e-03,1.311343300269267875e-01,-1.271996712822504871e-01
7.855375000000000000e+10,1.068814839726319604e-01,-2.683219422079370919e-01,-1.552577794309655673e-03,2.364490197734275823e-02,-4.560028261876144590e-05,-2.444045141669384715e-03,1.288005556957289854e-01,-1.300113387032794388e-01
7.880312500000000000e+10,9.804735983529748455e-02,-2.671867198440142643e-01,2.340578928543288108e-03,2.323557866227333665e-02,-4.674295897665246250e-04,-3.073020177392154877e-03,1.261546802799335398e-01,-1.325207757376485884e-01
7.905250000000000000e+10,8.925554621541921529e-02,-2.653544518592013679e-01,6.048273065956711290e-03,2.219197678536728030e-02,-1.083522474907386811e-03,-3.653831354794578878e-03,1.232755961093026098e-01,-1.347082442523882817e-01
7.930187500000000000e+10,8.057925653164754731e-02,-2.628125143344183234e-01,9.470647856396348374e-03,2.056536382329899812e-02,-1.886524039330398847e-03,-4.128074134138751128e-03,1.202311917215693471e-01,-1.365740710311448280e-01
7.955125000000000000e+10,7.209813907722355253e-02,-2.595575311593183998e-01,1.251941132506936491e-02,1.842151897484346768e-02,-2.850856706639857008e-03,-4.440628276493427395e-03,1.170749400274447571e-01,-1.381308140395649253e-01
7.980062500000000000e+10,6.389687054836792890e-02,-2.555976116203969584e-01,1.511957680635252904e-02,1.583862384446284299e-02,-3.934662209534245218e-03,-4.545312305314085782e-03,1.138460192036662710e-01,-1.393957846092599429e-01
8.005000000000000000e+10,5.606305662410260987e-02,-2.509543374561044593e-01,1.721098270656342896e-02,1.290506089021934560e-02,-5.083420546136576887e-03,-4.409539409454355484e-03,1.105722260330250922e-01,-1.403852707534301025e-01
8.029937500000000000e+10,4.868447740854740802e-02,-2.456642966620416479e-01,1.874963374636452393e-02,9.717062937061156369e-03,-6.234799110408691808e-03,-4.017517288762053294e-03,1.072744770789164359e-01,-1.411112970886665152e-01
8.054875000000000000e+10,4.184577470979431585e-02,-2.397799554319471060e-01,1.970884826243720148e-02,6.376131518805462292e-03,-7.324178726512887809e-03,-3.371713814125874495e-03,1.039715231383819549e-01,-1.415811036764811626e-01
8.079812500000000000e+10,3.562474841214387927e-02,-2.333696727920447356e-01,2.008012746171852422e-02,2.986149883529467912e-03,-8.290262001788156060e-03,-2.492504730975677978e-03,1.006836559560810307e-01,-1.417988938665911969e-01
8.104750000000000000e+10,3.008850308883201374e-02,-2.265167023894380793e-01,1.987360064877290514e-02,-3.498373719857543517e-04,-9.080188623870930065e-03,-1.416108661273088060e-03,9.743460203565765254e-02,-1.417689422881653616e-01
8.129687500000000000e+10,2.528975239542442452e-02,-2.193170968203375371e-01,1.911786484963728938e-02,-3.533126714887626241e-03,-9.653653644918856053e-03,-1.910843342177205042e-04,9.425134986931656134e-02,-1.414989627975970499e-01
8.154625000000000000e+10,2.126363423014344251e-02,-2.118765320197324165e-01,1.785904428734624849e-02,-6.472990645433131067e-03,-9.985640603973550480e-03,1.126194471502897773e-03,9.116219545112259903e-02,-1.410027273181230778e-01
8.179562500000000000e+10,1.802539862736558807e-02,-2.043061978367973486e-01,1.615895379719297503e-02,-9.090200691722904319e-03,-1.006753491117551649e-02,2.476568671439658385e-03,8.819368989341370979e-02,-1.403012418591258192e-01
8.204500000000000000e+10,1.556928554206588738e-02,-1.967180434028571456e-01,1.409235964271651764e-02,-1.132012803463504531e-02,-9.906566245435207210e-03,3.803058249826535980e-03,8.536735754234683893e-02,-1.394222204034188117e-01
8.229437500000000000e+10,1.386879591799286549e-02,-1.892197963245469405e-01,1.174347978592948059e-02,-1.311510251859364547e-02,-9.523728796493113186e-03,5.055200972956512377e-03,8.269701080771982293e-02,-1.383980325745929885e-01
8.254375000000000000e+10,1.287837606551682675e-02,-1.819102502663605125e-01,9.202027983832052060e-03,-1.444578911711251294e-02,-8.950524382173859900e-03,6.192287899316936337e-03,8.018726179209270666e-02,-1.372626366007942689e-01
8.279312500000000000e+10,1.253631622077865625e-02,-1.748752861553998506e-01,6.559228764238197312e-03,-1.530153674605019658e-02,-8.225036359123152896e-03,7.185178137761915121e-03,7.783349948920216532e-02,-1.360481831832337507e-01
8.304250000000000000e+10,1.276848910444574464e-02,-1.681849352741008330e-01,3.904206634715882626e-03,-1.568997183856011071e-02,-7.387934491050209690e-03,8.016603202731422545e-03,7.562325547500053924e-02,-1.347819730507764657e-01
8.329187500000000000e+10,1.349252136617139913e-02,-1.618915620202329153e-01,1.320820625177221083e-03,-1.563644565543816436e-02,-6.478994362402523861e-03,8.680134545099561783e-03,7.353860077144315499e-02,-1.334842984360070095e-01
8.354125000000000000e+10,1.462213017457495920e-02,-1.560290861661958739e-01,-1.115730143923219370e-03,-1.518397500363128337e-02,-5.534569318279787542e-03,9.178225334841420141e-03,7.155905495828555896e-02,-1.321674538808373933e-01
8.379062500000000000e+10,1.607153591674298151e-02,-1.506132275407451870e-01,-3.344108482634452519e-03,-1.439350814417248055e-02,-4.586201923743233634e-03,9.519874200446908422e-03,6.966446267785422752e-02,-1.308359349123768278e-01
8.404000000000000000e+10,1.775981178086758275e-02,-1.456430007421316841e-01,-5.325558384689847019e-03,-1.334238482948577401e-02,-3.660281258801342807e-03,9.718445646119532044e-03,6.783738380371830134e-02,-1.294876176806107337e-01
8.428937500000000000e+10,1.961460134334595817e-02,-1.411037686973061478e-01,-7.055826232925687704e-03,-1.211649519654638650e-02,-2.778434185705410883e-03,9.790036294940719641e-03,6.606470877400846820e-02,-1.281155685516989495e-01
8.453875000000000000e+10,2.157412853904907071e-02,-1.369716482174573868e-01,-8.575244609429788847e-03,-1.079122229854997256e-02,-1.958229093577421552e-03,9.752570035230535839e-03,6.433840215311593946e-02,-1.267100807184090572e-01
8.478812500000000000e+10,2.358657640805338421e-02,-1.332179930722716676e-01,-9.966575834359375080e-03,-9.400620831833307253e-03,-1.213747025020246121e-03,9.625596448284404541e-03,6.265545877436860811e-02,-1.252605668467514366e-01
8.503750000000000000e+10,2.560718451064005960e-02,-1.298119532359608419e-01,-1.132907032824921265e-02,-7.903859579551423403e-03,-5.556108405986983972e-04,9.430544453886005943e-03,6.101730167821160095e-02,-1.237570411903800988e-01
8.528687500000000000e+10,2.759508998492943288e-02,-1.267198313142219035e-01,-1.272492221094006538e-02,-6.168241779086770446e-03,9.780262125892272046e-06,9.190921508242352184e-03,5.942892926826519318e-02,-1.221910884553635002e-01
8.553625000000000000e+10,2.951236795204786531e-02,-1.239019663476006727e-01,-1.411054045474389139e-02,-3.990928040960435921e-03,4.816650183493737143e-04,8.931758487574027738e-03,5.789809261587434280e-02,-1.205564044772222537e-01
8.578562500000000000e+10,3.132629849123887145e-02,-1.213093154239794080e-01,-1.528212249041896280e-02,-1.170439005056411567e-03,8.662436674126343210e-04,8.677775577441693838e-03,5.643463792957089525e-02,-1.188491286480959364e-01
8.603500000000000000e+10,3.301434710504879549e-02,-1.188814454568896534e-01,-1.587126146055937298e-02,2.384425708866931646e-03,1.176806072227148817e-03,8.450479301115374278e-03,5.504994293792490195e-02,-1.170681803991877185e-01
8.628437500000000000e+10,3.457154952472314691e-02,-1.165468802207751675e-01,-1.541370884940463162e-02,6.545688456979313792e-03,1.431978023393587832e-03,8.265337616124983702e-03,5.375624462450990376e-02,-1.152156441890077460e-01
8.653375000000000000e+10,3.602029642634500817e-02,-1.142281164503990837e-01,-1.348520732692285416e-02,1.090668458809169149e-02,1.652578168702280694e-03,8.130453143603898897e-03,5.256571429303259768e-02,-1.132970347274930151e-01
8.678312500000000000e+10,3.741932034012902114e-02,-1.118553744578796583e-01,-9.865543313937113340e-03,1.481044774359148788e-02,1.858584259903957661e-03,8.047257305585751516e-03,5.148935203120607457e-02,-1.113211974151401135e-01
8.703250000000000000e+10,3.886316052564808832e-02,-1.093897326101610362e-01,-4.672745359876689063e-03,1.747314221484481955e-02,2.067504809588015073e-03,8.012338225586411455e-03,5.053596509027439426e-02,-1.092997359721530476e-01
8.728187500000000000e+10,4.046321251932900182e-02,-1.068466342565060900e-01,1.585172687483104009e-03,1.817200966566326695e-02,2.294135426065606505e-03,8.018937402028730038e-03,4.971149651788354246e-02,-1.072460957631553302e-01
8.753125000000000000e+10,4.231191507010512859e-02,-1.043033521975968020e-01,8.065339292777556901e-03,1.644158686989243001e-02,2.550542633356951781e-03,8.057478905096374447e-03,4.901878992581307215e-02,-1.051745684695608307e-01
8.778062500000000000e+10,4.444635086523462258e-02,-1.018790979565398630e-01,1.373975179983351856e-02,1.221954334616623394e-02,2.845288008404082622e-03,8.115844193429151698e-03,4.845767737679738257e-02,-1.030994287024582512e-01
8.803000000000000000e+10,4.683290808830024160e-02,-9.969336171501164134e-02,1.759895440068224085e-02,5.902201508840266946e-03,3.182139675072881337e-03,8.180593284597735895e-03,4.802521093925554013e-02,-1.010342468739842264e-01
8.827937500000000000e+10,4.938384826298000685e-02,-9.782383332560401490e-02,1.885771746697936443e-02,-1.702051897750903563e-03,3.559555067299688229e-03,8.239518104510958410e-03,4.771593665103165266e-02,-9.899129438173408235e-02
8.852875000000000000e+10,5.199697659171965969e-02,-9.628688548419361837e-02,1.711519655060521339e-02,-9.506947137078041593e-03,3.972107204156804204e-03,8.284593347281599129e-03,4.752223418034377117e-02,-9.698094521042560645e-02
8.877812500000000000e+10,5.459570122018121696e-02,-9.504972121764226900e-02,1.243676453821379244e-02,-1.633672286306364629e-02,4.413905029772431134e-03,8.313681960884262631e-03,4.743481947169977259e-02,-9.501105419018374132e-02
8.902750000000000000e+10,5.714795024780335714e-02,-9.406427923290174020e-02,5.345046004459857829e-03,-2.112597466885046335e-02,4.882808185551102027e-03,8.329730285423815259e-03,4.744350432326110284e-02,-9.308638424267755285e-02
8.927687500000000000e+10,5.965647256051209019e-02,-9.330169349074596274e-02,-3.270786776517536822e-03,-2.308962347073452090e-02,5.383652762310243631e-03,8.337298862075742320e-03,4.753825516943149809e-02,-9.120821696081783669e-02
8.952625000000000000e+10,6.212961574478682858e-02,-9.276840396493168939e-02,-1.230128473120975161e-02,-2.183330773981037240e-02,5.928991678808896888e-03,8.337412516598476445e-03,4.771052687704176870e-02,-8.937431105695804734e-02
8.977562500000000000e+10,6.455072018101397358e-02,-9.249725493639826546e-02,-2.058458086599299422e-02,-1.739208547602832597e-02,6.536697800369890322e-03,8.322368163725550605e-03,4.795477138132341749e-02,-8.757938679600861531e-02
9.002500000000000000e+10,6.686240227798335989e-02,-9.252039904295061845e-02,-2.706429980694025073e-02,-1.020226672201755141e-02,7.224733483972561356e-03,8.272209147555522474e-03,4.826991838120506945e-02,-8.581630779796883823e-02
9.027437500000000000e+10,6.897272197594715715e-02,-9.283842722876058107e-02,-3.091524572434366930e-02,-1.022371058780021866e-03,8.004182154329356896e-03,8.154217808683656560e-03,4.866048868554607304e-02,-8.407806798645864332e-02
9.052375000000000000e+10,7.077977560099732446e-02,-9.339985138047864066e-02,-3.162562233501333558e-02,9.176681465592976400e-03,8.872193404983526321e-03,7.926157199323781086e-03,4.913686560789095464e-02,-8.236051955341258668e-02
9.077312500000000000e+10,7.220435103542442723e-02,-9.409918277624057525e-02,-2.903363881504964286e-02,1.933314960756439549e-02,9.806790180617069169e-03,7.543168170452677415e-03,4.971420615649919245e-02,-8.066547391069950335e-02
9.102250000000000000e+10,7.321850843045862867e-02,-9.479416992213983428e-02,-2.332229155198545234e-02,2.841239654898851039e-02,1.076541991242340075e-02,6.967230842205180200e-03,5.040964202596993904e-02,-7.900342522570938386e-02
9.127187500000000000e+10,7.386045836150890997e-02,-9.533631211547106965e-02,-1.497938374627310817e-02,3.550974421745594495e-02,1.168852895729891386e-02,6.177078935669912986e-03,5.123788521843268551e-02,-7.739484520524354816e-02
9.152125000000000000e+10,7.423108139080680790e-02,-9.560507791109242037e-02,-4.731490462809967087e-03,3.993043448607256490e-02,1.250821195648340461e-02,5.175750636531666581e-03,5.220607042942702891e-02,-7.586901786269741044e-02
9.177062500000000000e+10,7.447309219722329787e-02,-9.553566295575913192e-02,6.538630596074668060e-03,4.124204479002031853e-02,1.316031064053880921e-02,3.993015131985589924e-03,5.330939197262058588e-02,-7.445993394773910146e-02
