epoch,train_loss,val_loss,train_mae_sdd11_db,train_mae_sdd21_db,val_mae_sdd11_db,val_mae_sdd21_db,val_recip_max,val_passivity_max_sigma,lr,epoch_time_s,delta_re_sub0,delta_im_sub0,delta_re_sub1,delta_im_sub1,delta_re_sub2,delta_im_sub2,delta_re_sub3,delta_im_sub3,delta_re_sub4,delta_im_sub4
11,8.85946456468775,12.009343185573664,4.292322857593814,4.852880025088776,5.274952603909865,6.582430770618905,0.0,1.614604969200395,0.00049339472571829,11.345184803009033,0.38198909163475037,0.5810267925262451,0.36567941308021545,0.5269026756286621,0.37953686714172363,0.5663032531738281,0.19586504995822906,0.6215821504592896,0.042929306626319885,0.7555823922157288
12,8.723717712293295,12.054527334595237,4.238379579840378,4.770702702727666,5.250133288074694,7.044754636173605,0.0,1.5637029262858948,0.0004921457902821577,11.379114389419556,0.3885118365287781,0.581047534942627,0.3725612759590149,0.5272976756095886,0.3868117034435272,0.5663909316062927,0.195317804813385,0.6210502982139587,0.04374973475933075,0.7567874789237976
13,8.636799406328613,12.014376940981787,4.212424548171846,4.725290989509452,5.21544625091972,7.155211344793683,0.0,1.6886572211018407,0.0004907906416994145,11.303691625595093,0.39289170503616333,0.5810089111328125,0.37854909896850586,0.5279008150100708,0.39328667521476746,0.5664876699447632,0.1949935108423233,0.6206080913543701,0.04763536900281906,0.7588644623756409
14,8.521930272727786,12.065359002568451,4.16472384241932,4.676292001373098,5.344609540559211,7.26738086663529,0.0,1.6492672776995518,0.0004893298743830167,11.447690963745117,0.39839985966682434,0.5794950127601624,0.3844403624534607,0.5285727381706238,0.40047094225883484,0.5664143562316895,0.1949596107006073,0.6199038028717041,0.05424569174647331,0.7601689100265503
15,8.44675962870167,12.091810447144118,4.134635628351248,4.621003127452406,5.368217264628502,7.239806902984555,0.0,1.5697042488541586,0.0004877641290737883,11.636862993240356,0.4039134681224823,0.5775706768035889,0.39050939679145813,0.5291937589645386,0.4071126878261566,0.5665187835693359,0.19444696605205536,0.6191782355308533,0.061179567128419876,0.7623046040534973
16,8.400604298966647,12.005005052691166,4.10077217031807,4.618314197699619,5.2610096361663,7.187219784532547,0.0,1.6570123407346597,0.0004860940925593702,11.273017168045044,0.40832939743995667,0.5773354172706604,0.39652958512306213,0.5301585793495178,0.41459691524505615,0.5665967464447021,0.19493795931339264,0.6184805035591125,0.06276844441890717,0.7644850611686707
17,8.30595131503753,12.338020049042136,4.077500416454998,4.5697287314994135,5.2981752717797175,7.295676170832538,0.0,1.498622840672691,0.0004843204973729728,11.489209413528442,0.4138510227203369,0.5764597058296204,0.40256786346435547,0.5311440825462341,0.4214223325252533,0.5667165517807007,0.19587868452072144,0.6179290413856506,0.07053112238645554,0.7651456594467163
18,8.21816647300646,12.087296863250847,4.040504060662417,4.530479336839542,5.391451303741008,6.876763644161146,0.0,1.8614136811769362,0.0004824441214720627,11.356688976287842,0.4179798662662506,0.5764049887657166,0.40775102376937866,0.5319891571998596,0.4274679720401764,0.5668059587478638,0.19529876112937927,0.6167556047439575,0.07391469925642014,0.7663723826408386
19,8.182320045271071,12.091626718811629,4.018483401620693,4.480710943508559,5.312311265025253,7.13483257075951,0.0,1.5982825617741436,0.000480465787897125,11.681482791900635,0.42211759090423584,0.5774763822555542,0.41298508644104004,0.5332440733909607,0.43420904874801636,0.5668985843658447,0.1958397477865219,0.6159920692443848,0.07790819555521011,0.7671597599983215
20,8.11131420744409,12.058232257598796,4.00274108996144,4.451763719747722,5.349213424281993,7.2340241104537535,0.0,1.8156536550909086,0.00047838636441065006,11.550229549407959,0.4266583323478699,0.577666699886322,0.419095516204834,0.5315881371498108,0.4416583478450775,0.5670085549354553,0.19595302641391754,0.6151123046875,0.08327234536409378,0.7675111889839172
21,8.04086311451847,12.10484739762909,3.9626380883934837,4.410047579402395,5.304901350295954,7.029412884477002,0.0,1.609513831654381,0.00047620676311650473,11.486984014511108,0.43005165457725525,0.5781147480010986,0.42541074752807617,0.5325868725776672,0.44954758882522583,0.5671752095222473,0.19732582569122314,0.6140137314796448,0.08513983339071274,0.7673423290252686
22,7.97302585516927,12.14026918727676,3.935432411452198,4.371517420375635,5.292629203327844,7.016546892461143,0.0,1.6936301216116683,0.00047392794005985306,11.575700759887695,0.4350952208042145,0.5793520212173462,0.43159231543540955,0.536970853805542,0.4572640061378479,0.5673472285270691,0.19683676958084106,0.6131244897842407,0.08951197564601898,0.766984224319458
23,7.8679934226715,12.096201700941679,3.904549107174441,4.316672417415084,5.378410420405647,7.044879814809648,0.0,1.7329357887127115,0.0004715508948078035,11.487894773483276,0.4394206702709198,0.5804075002670288,0.4363613426685333,0.5374640822410583,0.46372243762016296,0.5674607157707214,0.19748492538928986,0.61161208152771,0.0931517630815506,0.7664202451705933
24,7.823925233421566,12.122541963647738,3.8934456577767915,4.288436515595797,5.35122968433305,7.0442669603622585,0.0,1.7115424572012388,0.0004690766700109657,11.633679151535034,0.4422060549259186,0.5803495049476624,0.4421498477458954,0.5410462021827698,0.4712817668914795,0.5676227807998657,0.1976286768913269,0.6112605929374695,0.09808056056499481,0.7675597071647644
25,7.748205325975301,12.124485120348211,3.8701056002220335,4.2594954443379685,5.383188014334423,7.189641326368654,0.0,1.7407595005142684,0.00046650635094610946,11.489452123641968,0.4466136693954468,0.5809381604194641,0.44704094529151917,0.5422483682632446,0.47856318950653076,0.5677602291107178,0.19811713695526123,0.6099181771278381,0.10265863686800003,0.7661121487617493
26,7.745627669947668,11.988037549586945,3.858882199522339,4.255953093429691,5.390370263504203,6.784758763509665,0.0,1.7731839363558182,0.0004638410650401265,11.558606386184692,0.4509150981903076,0.5809215903282166,0.45343753695487976,0.5443935394287109,0.48702964186668396,0.5679439902305603,0.1979718655347824,0.6092804074287415,0.10601577907800674,0.765206515789032
27,7.674102341424455,12.352198288142842,3.8333659438713785,4.215888223188803,5.550123751633189,7.205104782453118,0.0,1.7682204485933832,0.0004610819813755036,11.636231899261475,0.45365622639656067,0.5864501595497131,0.4587063789367676,0.5487016439437866,0.49696865677833557,0.5687048435211182,0.1985483318567276,0.6083305478096008,0.11381922662258148,0.7649572491645813
28,7.64278172955089,12.321830070425937,3.814967297454948,4.215679431992696,5.527997586718363,6.982679275259389,0.0,1.892398881171126,0.0004582303101775247,11.569279909133911,0.4579602777957916,0.5861682891845703,0.46496695280075073,0.5509490966796875,0.5057429671287537,0.5690422654151917,0.19856731593608856,0.6071500778198242,0.11856046319007874,0.7636101245880127
29,7.549290323908702,12.198877558485814,3.784643334755182,4.158630325091034,5.428663032413837,7.186029299454723,0.0,1.7673837413047684,0.0004552873022834258,11.418704986572266,0.4618353247642517,0.5851278901100159,0.46967098116874695,0.5501427054405212,0.5157408714294434,0.5700075626373291,0.19861797988414764,0.6060075163841248,0.12641040980815887,0.7621389031410217
30,7.534743214621555,12.418698023511228,3.7712938684293196,4.169346299983392,5.491130250001979,7.360528104538175,0.0,1.7047627508267391,0.00045225424859373666,11.869959115982056,0.4658062756061554,0.5831780433654785,0.4751758873462677,0.5533924698829651,0.5234197378158569,0.5700163245201111,0.19920200109481812,0.6053460836410522,0.1358526349067688,0.7614525556564331
