freq_Hz,S11_dB,S21_dB
8.102593750000000000e+08,-1.405689999520346944e+01,-1.689910643775283383e-01
8.146337500000000000e+08,-1.401998166213841301e+01,-1.701541077132473490e-01
8.190081250000000000e+08,-1.398330666714466375e+01,-1.713520874920743398e-01
8.233825000000000000e+08,-1.394687280931682771e+01,-1.725861393314686854e-01
8.277568750000000000e+08,-1.391067784020209963e+01,-1.738572575139507026e-01
8.321312500000000000e+08,-1.387471945896020387e+01,-1.751662923689045193e-01
8.365056250000000000e+08,-1.383899530802305655e+01,-1.765139482869332033e-01
8.408800000000000000e+08,-1.380350296926344988e+01,-1.779007823694938872e-01
8.452543750000000000e+08,-1.376823996068047862e+01,-1.793272037139999331e-01
8.496287500000000000e+08,-1.373320373360672164e+01,-1.807934733317456688e-01
8.540031250000000000e+08,-1.369839167043956074e+01,-1.822997046932607612e-01
8.583775000000000000e+08,-1.366380108289695094e+01,-1.838458648930765826e-01
8.627518750000000000e+08,-1.362942921079516090e+01,-1.854317764231966925e-01
8.671262500000000000e+08,-1.359527322134395177e+01,-1.870571195420074606e-01
8.715006250000000000e+08,-1.356133020895209818e+01,-1.887214352228513969e-01
8.758750000000000000e+08,-1.352759719553389850e+01,-1.904241286641551456e-01
8.802493750000000000e+08,-1.349407113130535762e+01,-1.921644733405430405e-01
8.846237500000000000e+08,-1.346074889605634795e+01,-1.939416155723068802e-01
8.889981250000000000e+08,-1.342762730088299428e+01,-1.957545795884501616e-01
8.933725000000000000e+08,-1.339470309036303597e+01,-1.976022730566161512e-01
8.977468750000000000e+08,-1.336197294515461031e+01,-1.994834930514053917e-01
9.021212500000000000e+08,-1.332943348499733816e+01,-2.013969324309304310e-01
9.064956250000000000e+08,-1.329708127209350543e+01,-2.033411865898780979e-01
9.108700000000000000e+08,-1.326491281484497797e+01,-2.053147605562379852e-01
9.152443750000000000e+08,-1.323292457192074068e+01,-2.073160763973996568e-01
9.196187500000000000e+08,-1.320111295662875150e+01,-2.093434809006120556e-01
