freq_Hz,S11_dB,S21_dB
1.602021250000000000e+09,-8.925891238030343899e+00,-6.066852366810091546e-01
1.606395625000000000e+09,-8.897950646279497278e+00,-6.107295458980096514e-01
1.610770000000000000e+09,-8.869986594259437140e+00,-6.148178092713640908e-01
1.615144375000000000e+09,-8.841999421454111996e+00,-6.189507882228094671e-01
1.619518750000000000e+09,-8.813989442555929088e+00,-6.231291963401416334e-01
1.623893125000000000e+09,-8.785956947435044739e+00,-6.273536984192805699e-01
1.628267500000000000e+09,-8.757902201304935019e+00,-6.316249097507231625e-01
1.632641875000000000e+09,-8.729825445080736657e+00,-6.359433956496883811e-01
1.637016250000000000e+09,-8.701726895925805394e+00,-6.403096712281788339e-01
1.641390625000000000e+09,-8.673606747980667109e+00,-6.447242014059534343e-01
1.645765000000000000e+09,-8.645465173268265247e+00,-6.491874011564058300e-01
1.650139375000000000e+09,-8.617302322768018996e+00,-6.536996359822755398e-01
1.654513750000000000e+09,-8.589118327650705709e+00,-6.582612226150055257e-01
1.658888125000000000e+09,-8.560913300665461634e+00,-6.628724299308231815e-01
1.663262500000000000e+09,-8.532687337669234040e+00,-6.675334800754407771e-01
1.667636875000000000e+09,-8.504440519288774425e+00,-6.722445497885789489e-01
1.672011250000000000e+09,-8.476172912704447171e+00,-6.770057719187118073e-01
1.676385625000000000e+09,-8.447884573544493847e+00,-6.818172371175292845e-01
1.680760000000000000e+09,-8.419575547878450195e+00,-6.866789957032020109e-01
1.685134375000000000e+09,-8.391245874297316831e+00,-6.915910596805835420e-01
1.689508750000000000e+09,-8.362895586068429310e+00,-6.965534049062882538e-01
1.693883125000000000e+09,-8.334524713352273295e+00,-7.015659733857373404e-01
1.698257500000000000e+09,-8.306133285468490612e+00,-7.066286756892108389e-01
1.702631875000000000e+09,-8.277721333198270415e+00,-7.117413934733176628e-01
1.707006250000000000e+09,-8.249288891110008848e+00,-7.169039820941812691e-01
1.711380625000000000e+09,-8.220835999895438562e+00,-7.221162732983499311e-01
1.715755000000000000e+09,-8.192362708703269547e+00,-7.273780779774652316e-01
1.720129375000000000e+09,-8.163869077457718504e+00,-7.326891889724085338e-01
1.724503750000000000e+09,-8.135355179149261318e+00,-7.380493839128754452e-01
1.728878125000000000e+09,-8.106821102085561392e+00,-7.434584280783546051e-01
1.733252500000000000e+09,-8.078266952090455533e+00,-7.489160772665275356e-01
1.737626875000000000e+09,-8.049692854639575401e+00,-7.544220806554323699e-01
1.742001250000000000e+09,-8.021098956921431267e+00,-7.599761836459664188e-01
1.746375625000000000e+09,-7.992485429813335429e+00,-7.655781306715689905e-01
1.750750000000000000e+09,-7.963852469762104924e+00,-7.712276679624150422e-01
1.755124375000000000e+09,-7.935200300559912989e+00,-7.769245462518131751e-01
1.759498750000000000e+09,-7.906529175006530963e+00,-7.826685234129798774e-01
1.763873125000000000e+09,-7.877839376449564668e+00,-7.884593670149780964e-01
1.768247500000000000e+09,-7.849131220195106451e+00,-7.942968567870951624e-01
1.772621875000000000e+09,-7.820405054782143317e+00,-8.001807869816185415e-01
1.776996250000000000e+09,-7.791661263114288971e+00,-8.061109686256027196e-01
1.781370625000000000e+09,-7.762900263443767379e+00,-8.120872316529013091e-01
1.785745000000000000e+09,-7.734122510202901424e+00,-8.181094269084732140e-01
1.790119375000000000e+09,-7.705328494679372753e+00,-8.241774280177273093e-01
1.794493750000000000e+09,-7.676518745532357357e+00,-8.302911331143789653e-01
1.798868125000000000e+09,-7.647693829147193867e+00,-8.364504664212125684e-01
1.803242500000000000e+09,-7.618854349827519634e+00,-8.426553796787411565e-01
1.807616875000000000e+09,-7.590000949824010412e+00,-8.489058534177701398e-01
1.811991250000000000e+09,-7.561134309200234327e+00,-8.552018980725289987e-01
1.816365625000000000e+09,-7.532255145536660201e+00,-8.615435549319577779e-01
1.820740000000000000e+09,-7.503364213474559286e+00,-8.679308969275166818e-01
1.825114375000000000e+09,-7.474462304102623023e+00,-8.743640292566529082e-01
1.829488750000000000e+09,-7.445550244189437450e+00,-8.808430898419401522e-01
1.833863125000000000e+09,-7.416628895266171639e+00,-8.873682496266628306e-01
1.838237500000000000e+09,-7.387699152564096039e+00,-8.939397127083732464e-01
1.842611875000000000e+09,-7.358761943812510253e+00,-9.005577163127338469e-01
1.846986250000000000e+09,-7.329818227903182049e+00,-9.072225306106634912e-01
1.851360625000000000e+09,-7.300868993428000664e+00,-9.139344583825956825e-01
1.855735000000000000e+09,-7.271915257097169238e+00,-9.206938345341502128e-01
1.860109375000000000e+09,-7.242958062045720347e+00,-9.275010254684252775e-01
1.864483750000000000e+09,-7.213998476036726615e+00,-9.343564283205113563e-01
1.868858125000000000e+09,-7.185037589569861716e+00,-9.412604700605210484e-01
1.873232500000000000e+09,-7.156076513904547909e+00,-9.482136064719572932e-01
1.877606875000000000e+09,-7.127116379007125246e+00,-9.552163210126750625e-01
1.881981250000000000e+09,-7.098158331431861257e+00,-9.622691235662468312e-01
1.886355625000000000e+09,-7.069203532145861502e+00,-9.693725490919152810e-01
1.890730000000000000e+09,-7.040253154308122596e+00,-9.765271561816120105e-01
1.895104375000000000e+09,-7.011308381013008351e+00,-9.837335255329849870e-01
1.899478750000000000e+09,-6.982370403008921755e+00,-9.909922583474516378e-01
1.903853125000000000e+09,-6.953440416402353108e+00,-9.983039746628081801e-01
1.908227500000000000e+09,-6.924519620358148941e+00,-1.005669311629761475e+00
1.912601875000000000e+09,-6.895609214806234455e+00,-1.013088921742071769e+00
1.916976250000000000e+09,-6.866710398165350782e+00,-1.020563471030148772e+00
1.921350625000000000e+09,-6.837824365093839063e+00,-1.028093637227660784e+00
1.925725000000000000e+09,-6.808952304277601009e+00,-1.035680107921081561e+00
1.930099375000000000e+09,-6.780095396264887775e+00,-1.043323578691630393e+00
1.934473750000000000e+09,-6.751254811357391361e+00,-1.051024751259340473e+00
1.938848125000000000e+09,-6.722431707566740577e+00,-1.058784331638430221e+00
1.943222500000000000e+09,-6.693627228645072869e+00,-1.066603028313270585e+00
1.947596875000000000e+09,-6.664842502197965146e+00,-1.074481550443746825e+00
1.951971250000000000e+09,-6.636078637887510290e+00,-1.082420606108677186e+00
1.956345625000000000e+09,-6.607336725732912974e+00,-1.090420900595516551e+00
1.960720000000000000e+09,-6.578617834515251062e+00,-1.098483134744195233e+00
1.965094375000000000e+09,-6.549923010292618031e+00,-1.106608003352644420e+00
1.969468750000000000e+09,-6.521253275031433816e+00,-1.114796193650964939e+00
1.973843125000000000e+09,-6.492609625358630510e+00,-1.123048383850804965e+00
1.978217500000000000e+09,-6.463993031439231984e+00,-1.131365241776035369e+00
1.982591875000000000e+09,-6.435404435983035576e+00,-1.139747423580210972e+00
1.986966250000000000e+09,-6.406844753383310831e+00,-1.148195572555841482e+00
1.991340625000000000e+09,-6.378314868990024422e+00,-1.156710318039816610e+00
1.995715000000000000e+09,-6.349815638519077154e+00,-1.165292274418945118e+00
2.000089375000000000e+09,-6.321347887598713911e+00,-1.173942040238753259e+00
2.004463750000000000e+09,-6.292912411453253085e+00,-1.182660197418218484e+00
2.008838125000000000e+09,-6.264509974723884156e+00,-1.191447310572572915e+00
2.013212500000000000e+09,-6.236141311425350331e+00,-1.200303926445487113e+00
2.017586875000000000e+09,-6.207807125036879370e+00,-1.209230573451653745e+00
2.021961250000000000e+09,-6.179508088725015114e+00,-1.218227761329809811e+00
2.026335625000000000e+09,-6.151244845695193142e+00,-1.227295980906113249e+00
2.030710000000000000e+09,-6.123018009668684591e+00,-1.236435703966718869e+00
2.035084375000000000e+09,-6.094828165480548066e+00,-1.245647383238281058e+00
2.039458750000000000e+09,-6.066675869793872522e+00,-1.254931452474222553e+00
2.043833125000000000e+09,-6.038561651925088647e+00,-1.264288326644333438e+00
2.048207500000000000e+09,-6.010486014774500063e+00,-1.273718402224568447e+00
2.052581875000000000e+09,-5.982449435855842879e+00,-1.283222057583581321e+00
2.056956250000000000e+09,-5.954452368418196251e+00,-1.292799653462038956e+00
2.061330625000000000e+09,-5.926495242653130546e+00,-1.302451533540255113e+00
2.065705000000000000e+09,-5.898578466979853552e+00,-1.312178025089425937e+00
2.070079375000000000e+09,-5.870702429400401989e+00,-1.321979439701326031e+00
2.074453750000000000e+09,-5.842867498917126312e+00,-1.331856074090986830e+00
2.078828125000000000e+09,-5.815074027004111912e+00,-1.341808210966622950e+00
2.083202500000000000e+09,-5.787322349124265131e+00,-1.351836119960813098e+00
2.087576875000000000e+09,-5.759612786283424768e+00,-1.361940058616714744e+00
2.091951250000000000e+09,-5.731945646613079148e+00,-1.372120273422966275e+00
2.096325625000000000e+09,-5.704321226972833614e+00,-1.382377000890678609e+00
2.100700000000000000e+09,-5.676739814564126796e+00,-1.392710468665975032e+00
2.105074375000000000e+09,-5.649201688546513722e+00,-1.403120896671340212e+00
2.109448750000000000e+09,-5.621707121648006122e+00,-1.413608498269094849e+00
2.113823125000000000e+09,-5.594256381761121943e+00,-1.424173481440267119e+00
2.118197500000000000e+09,-5.566849733516283649e+00,-1.434816049972226448e+00
2.122571875000000000e+09,-5.539487439824712034e+00,-1.445536404648573026e+00
2.126946250000000000e+09,-5.512169763382919641e+00,-1.456334744434709894e+00
2.131320625000000000e+09,-5.484896968131327100e+00,-1.467211267652908546e+00
2.135695000000000000e+09,-5.457669320659880086e+00,-1.478166173140735618e+00
2.140069375000000000e+09,-5.430487091553789725e+00,-1.489199661386926055e+00
2.144443750000000000e+09,-5.403350556672892324e+00,-1.500311935639027983e+00
2.148818125000000000e+09,-5.376259998358758452e+00,-1.511503202977511506e+00
2.153192500000000000e+09,-5.349215706563744455e+00,-1.522773675351171807e+00
2.157566875000000000e+09,-5.322217979896959328e+00,-1.534123570569103423e+00
2.161941250000000000e+09,-5.295267126582419159e+00,-1.545553113244782839e+00
2.166315625000000000e+09,-5.268363465325225370e+00,-1.557062535688221505e+00
2.170690000000000000e+09,-5.241507326082155416e+00,-1.568652078742472034e+00
2.175064375000000000e+09,-5.214699050733388574e+00,-1.580321992561129152e+00
2.179438750000000000e+09,-5.187938993652898567e+00,-1.592072537323982795e+00
2.183813125000000000e+09,-5.161227522175372506e+00,-1.603903983888308238e+00
2.188187500000000000e+09,-5.134565016958206662e+00,-1.615816614373688509e+00
2.192561875000000000e+09,-5.107951872237487478e+00,-1.627810722678651123e+00
2.196936250000000000e+09,-5.081388495977741115e+00,-1.639886614928075304e+00
2.201310625000000000e+09,-5.054875309915347614e+00,-1.652044609850290779e+00
2.205685000000000000e+09,-5.028412749496531831e+00,-1.664285039083750029e+00
2.210059375000000000e+09,-5.002001263710871726e+00,-1.676608247413069464e+00
2.214433750000000000e+09,-4.975641314822340178e+00,-1.689014592935103032e+00
2.218808125000000000e+09,-4.949333377999845851e+00,-1.701504447155764987e+00
2.223182500000000000e+09,-4.923077940850179246e+00,-1.714078195018866380e+00
2.227556875000000000e+09,-4.896875502856444129e+00,-1.726736234868681663e+00
2.231931250000000000e+09,-4.870726574725759761e+00,-1.739478978348159899e+00
2.236305625000000000e+09,-4.844631677650121482e+00,-1.752306850235183067e+00
2.240680000000000000e+09,-4.818591342485178508e+00,-1.765220288219571998e+00
2.245054375000000000e+09,-4.792606108851521718e+00,-1.778219742623785793e+00
2.249428750000000000e+09,-4.766676524163917961e+00,-1.791305676070739983e+00
2.253803125000000000e+09,-4.740803142594004704e+00,-1.804478563102165145e+00
2.258177500000000000e+09,-4.714986523972231502e+00,-1.817738889751484344e+00
2.262551875000000000e+09,-4.689227232635207798e+00,-1.831087153075138474e+00
2.266926250000000000e+09,-4.663525836224852839e+00,-1.844523860646702040e+00
2.271300625000000000e+09,-4.637882904445847387e+00,-1.858049530018208273e+00
2.275675000000000000e+09,-4.612299007788084104e+00,-1.871664688153162448e+00
2.280049375000000000e+09,-4.586774716220993753e+00,-1.885369870836049788e+00
2.284423750000000000e+09,-4.561310597866724770e+00,-1.899165622063099246e+00
2.288798125000000000e+09,-4.535907217659061352e+00,-1.913052493419113764e+00
2.293172500000000000e+09,-4.510565135995221908e+00,-1.927031043445245340e+00
2.297546875000000000e+09,-4.485284907387487863e+00,-1.941101837002693120e+00
2.301921250000000000e+09,-4.460067079121562195e+00,-1.955265444637044103e+00
2.306295625000000000e+09,-4.434912189928727599e+00,-1.969522441948289293e+00
2.310670000000000000e+09,-4.409820768678335057e+00,-1.983873408970974195e+00
2.315044375000000000e+09,-4.384793333097466217e+00,-1.998318929569437685e+00
2.319418750000000000e+09,-4.359830388523990408e+00,-2.012859590852400515e+00
2.323793125000000000e+09,-4.334932426699439567e+00,-2.027495982611411396e+00
2.328167500000000000e+09,-4.310099924607563082e+00,-2.042228696787265374e+00
2.332541875000000000e+09,-4.285333343364267300e+00,-2.057058326968402628e+00
2.336916250000000000e+09,-4.260633127164518363e+00,-2.071985467925043345e+00
2.341290625000000000e+09,-4.235999702291048052e+00,-2.087010715182570753e+00
2.345665000000000000e+09,-4.211433476189862191e+00,-2.102134664637466344e+00
2.350039375000000000e+09,-4.186934836616790001e+00,-2.117357912218712723e+00
2.354413750000000000e+09,-4.162504150859072105e+00,-2.132681053597381027e+00
2.358788125000000000e+09,-4.138141765035704189e+00,-2.148104683946865379e+00
2.363162500000000000e+09,-4.113848003479527726e+00,-2.163629397755673534e+00
2.367536875000000000e+09,-4.089623168204049364e+00,-2.179255788694713925e+00
2.371911250000000000e+09,-4.065467538456967844e+00,-2.194984449540339888e+00
2.376285625000000000e+09,-4.041381370362620906e+00,-2.210815972154255071e+00
2.380660000000000000e+09,-4.017364896654481043e+00,-2.226750947521063839e+00
2.385034375000000000e+09,-3.993418326498726856e+00,-2.242789965843798417e+00
2.389408750000000000e+09,-3.969541845409408687e+00,-2.258933616697416547e+00
2.393783125000000000e+09,-3.945735615255106410e+00,-2.275182489240113348e+00
2.398157500000000000e+09,-3.921999774356773827e+00,-2.291537172481560525e+00
2.402531875000000000e+09,-3.898334437675738950e+00,-2.307998255607361493e+00
2.406906250000000000e+09,-3.874739697090668233e+00,-2.324566328358196543e+00
2.411280625000000000e+09,-3.851215621761563401e+00,-2.341241981462132582e+00
2.415655000000000000e+09,-3.827762258578749410e+00,-2.358025807118228734e+00
2.420029375000000000e+09,-3.804379632694186775e+00,-2.374918399529040158e+00
2.424403750000000000e+09,-3.781067748132111550e+00,-2.391920355479757010e+00
2.428778125000000000e+09,-3.757826588475720708e+00,-2.409032274961039555e+00
2.433152500000000000e+09,-3.734656117626147687e+00,-2.426254761832630447e+00
2.437526875000000000e+09,-3.711556280629658033e+00,-2.443588424524544056e+00
2.441901250000000000e+09,-3.688527004568891599e+00,-2.461033876772361406e+00
2.446275625000000000e+09,-3.665568199513328018e+00,-2.478591738383075782e+00
2.450650000000000000e+09,-3.642679759524254379e+00,-2.496262636027645421e+00
2.455024375000000000e+09,-3.619861563709072527e+00,-2.514047204056462093e+00
2.459398750000000000e+09,-3.597113477319643593e+00,-2.531946085333626861e+00
2.463773125000000000e+09,-3.574435352889258510e+00,-2.549959932085925196e+00
2.468147500000000000e+09,-3.551827031402559509e+00,-2.568089406762418925e+00
2.472521875000000000e+09,-3.529288343492658520e+00,-2.586335182900303842e+00
2.476896250000000000e+09,-3.506819110659768590e+00,-2.604697945992917152e+00
2.481270625000000000e+09,-3.484419146505308262e+00,-2.623178394355594634e+00
2.485645000000000000e+09,-3.462088257975779904e+00,-2.641777239985203085e+00
2.490019375000000000e+09,-3.439826246610317551e+00,-2.660495209409211803e+00
2.494393750000000000e+09,-3.417632909786308293e+00,-2.679333044520221030e+00
2.498768125000000000e+09,-3.395508041957033818e+00,-2.698291503392010959e+00
2.503142500000000000e+09,-3.373451435875859161e+00,-2.717371361073255720e+00
2.507516875000000000e+09,-3.351462883801283432e+00,-2.736573410355211511e+00
2.511891250000000000e+09,-3.329542178677419528e+00,-2.755898462509863478e+00
2.516265625000000000e+09,-3.307689115284649262e+00,-2.775347347995148262e+00
2.520640000000000000e+09,-3.285903491355466777e+00,-2.794920917124204429e+00
2.525014375000000000e+09,-3.264185108650523581e+00,-2.814620040695602121e+00
2.529388750000000000e+09,-3.242533773990426305e+00,-2.834445610582012609e+00
2.533763125000000000e+09,-3.220949300238766799e+00,-2.854398540274767360e+00
2.538137500000000000e+09,-3.199431507232509020e+00,-2.874479765382224272e+00
2.542511875000000000e+09,-3.177980222655830467e+00,-2.894690244080013741e+00
2.546886250000000000e+09,-3.156595282853948969e+00,-2.915030957511566267e+00
2.551260625000000000e+09,-3.135276533583994052e+00,-2.935502910137647525e+00
2.555635000000000000e+09,-3.114023830699886197e+00,-2.956107130033855945e+00
2.560009375000000000e+09,-3.092837040768922741e+00,-2.976844669135394916e+00
2.564383750000000000e+09,-3.071716041618019588e+00,-2.997716603428770110e+00
2.568758125000000000e+09,-3.050660722807791103e+00,-3.018724033090313341e+00
2.573132500000000000e+09,-3.029670986033208280e+00,-3.039868082571781205e+00
2.577506875000000000e+09,-3.008746745449820459e+00,-3.061149900633617360e+00
2.581881250000000000e+09,-2.987887927924949949e+00,-3.082570660326698686e+00
2.586255625000000000e+09,-2.967094473213674810e+00,-3.104131558923787004e+00
2.590630000000000000e+09,-2.946366334059724146e+00,-3.125833817802205594e+00
2.595004375000000000e+09,-2.925703476221769961e+00,-3.147678682279368978e+00
2.599378750000000000e+09,-2.905105878426109012e+00,-3.169667421403454810e+00
2.603753125000000000e+09,-2.884573532246855976e+00,-3.191801327701337065e+00
2.608127500000000000e+09,-2.864106441915299950e+00,-3.214081716886511231e+00
2.612501875000000000e+09,-2.843704624060370723e+00,-3.236509927529867436e+00
2.616876250000000000e+09,-2.823368107382351333e+00,-3.259087320696325563e+00
2.621250625000000000e+09,-2.803096932262540530e+00,-3.281815279550728270e+00
2.625625000000000000e+09,-2.782891150311601614e+00,-3.304695208936499817e+00
2.629999375000000000e+09,-2.762750823859798643e+00,-3.327728534930736171e+00
2.634373750000000000e+09,-2.742676025392470240e+00,-3.350916704379672151e+00
2.638748125000000000e+09,-2.722666836934394929e+00,-3.374261184418541060e+00
2.643122500000000000e+09,-2.702723349386892515e+00,-3.397763461979963040e+00
2.647496875000000000e+09,-2.682845661821767536e+00,-3.421425043295240442e+00
2.651871250000000000e+09,-2.663033880736281667e+00,-3.445247453392809689e+00
2.656245625000000000e+09,-2.643288119273553782e+00,-3.469232235598379788e+00
2.660620000000000000e+09,-2.623608496413010194e+00,-3.493380951041236138e+00
2.664994375000000000e+09,-2.603995136135432986e+00,-3.517695178171257098e+00
2.669368750000000000e+09,-2.584448166567363536e+00,-3.542176512291066892e+00
2.673743125000000000e+09,-2.564967719109774613e+00,-3.566826565107961589e+00
2.678117500000000000e+09,-2.545553927555741058e+00,-3.591646964310037493e+00
2.682491875000000000e+09,-2.526206927201957608e+00,-3.616639353170849613e+00
2.686866250000000000e+09,-2.506926853959094537e+00,-3.641805390187087266e+00
2.691240625000000000e+09,-2.487713843465709562e+00,-3.667146748753353336e+00
2.695615000000000000e+09,-2.468568030210513520e+00,-3.692665116878217635e+00
2.699989375000000000e+09,-2.449489546667737105e+00,-3.718362196945481646e+00
2.704363750000000000e+09,-2.430478522450092438e+00,-3.744239705524503137e+00
2.708738125000000000e+09,-2.411535083483947073e+00,-3.770299373233092499e+00
2.713112500000000000e+09,-2.392659351210919993e+00,-3.796542944656527752e+00
2.717486875000000000e+09,-2.373851441820107322e+00,-3.822972178325811932e+00
2.721861250000000000e+09,-2.355111465515034475e+00,-3.849588846758179805e+00
2.726235625000000000e+09,-2.336439525818879481e+00,-3.876394736562545518e+00
2.730610000000000000e+09,-2.317835718921828825e+00,-3.903391648612493547e+00
2.734984375000000000e+09,-2.299300133073671315e+00,-3.930581398288840234e+00
2.739358750000000000e+09,-2.280832848024838100e+00,-3.957965815793861974e+00
2.743733125000000000e+09,-2.262433934518643941e+00,-3.985546746538756402e+00
2.748107500000000000e+09,-2.244103453837365425e+00,-4.013326051605705658e+00
2.752481875000000000e+09,-2.225841457404306833e+00,-4.041305608285554740e+00
2.756856250000000000e+09,-2.207647986443919574e+00,-4.069487310691988213e+00
2.761230625000000000e+09,-2.189523071701545032e+00,-4.097873070452481947e+00
2.765605000000000000e+09,-2.171466733224288070e+00,-4.126464817476244384e+00
2.769979375000000000e+09,-2.153478980203813453e+00,-4.155264500799048299e+00
2.774353750000000000e+09,-2.135559810882083909e+00,-4.184274089504268268e+00
2.778728125000000000e+09,-2.117709212520247242e+00,-4.213495573719673537e+00
2.783102500000000000e+09,-2.099927161430756417e+00,-4.242930965688556100e+00
2.787476875000000000e+09,-2.082213623072711073e+00,-4.272582300914050890e+00
2.791851250000000000e+09,-2.064568552209542052e+00,-4.302451639375012959e+00
2.796225625000000000e+09,-2.046991893128547346e+00,-4.332541066811352870e+00
2.800600000000000000e+09,-2.029483579920861480e+00,-4.362852696076959802e+00
2.804974375000000000e+09,-2.012043536820502965e+00,-4.393388668557450139e+00
2.809348750000000000e+09,-1.994671678600909992e+00,-4.424151155650390521e+00
2.813723125000000000e+09,-1.977367911026658431e+00,-4.455142360304976457e+00
2.818097500000000000e+09,-1.960132131358447216e+00,-4.486364518618084496e+00
2.822471875000000000e+09,-1.942964228908535596e+00,-4.517819901483565381e+00
2.826846250000000000e+09,-1.925864085644110935e+00,-4.549510816291230775e+00
2.831220625000000000e+09,-1.908831576835455790e+00,-4.581439608672014607e+00
2.835595000000000000e+09,-1.891866571745836723e+00,-4.613608664285724359e+00
2.839969375000000000e+09,-1.874968934359757311e+00,-4.646020410647368593e+00
2.844343750000000000e+09,-1.858138524145917847e+00,-4.678677318988412992e+00
2.848718125000000000e+09,-1.841375196851418039e+00,-4.711581906148880172e+00
2.853092500000000000e+09,-1.824678805323191044e+00,-4.744736736496345308e+00
2.857466875000000000e+09,-1.808049200352830121e+00,-4.778144423867898283e+00
2.861841250000000000e+09,-1.791486231540825091e+00,-4.811807633530976958e+00
2.866215625000000000e+09,-1.774989748176030169e+00,-4.845729084159210664e+00
2.870590000000000000e+09,-1.758559600126341493e+00,-4.879911549819363259e+00
2.874964375000000000e+09,-1.742195638736252938e+00,-4.914357861965385155e+00
2.879338750000000000e+09,-1.725897717727306713e+00,-4.949070911436134423e+00
2.883713125000000000e+09,-1.709665694097064259e+00,-4.984053650452910489e+00
2.888087500000000000e+09,-1.693499429012613966e+00,-5.019309094613420896e+00
2.892461875000000000e+09,-1.677398788694458354e+00,-5.054840324878951741e+00
2.896836250000000000e+09,-1.661363645286737967e+00,-5.090650489551434177e+00
2.901210625000000000e+09,-1.645393877709890651e+00,-5.126742806237803762e+00
2.905585000000000000e+09,-1.629489372491901733e+00,-5.163120563798599960e+00
2.909959375000000000e+09,-1.613650024574479813e+00,-5.199787124278731909e+00
2.914333750000000000e+09,-1.597875738090519304e+00,-5.236745924817951092e+00
2.918708125000000000e+09,-1.582166427109509277e+00,-5.274000479539306063e+00
2.923082500000000000e+09,-1.566522016347608126e+00,-5.311554381413932546e+00
2.927456875000000000e+09,-1.550942441839421093e+00,-5.349411304100861742e+00
2.931831250000000000e+09,-1.535427651568475493e+00,-5.387575003760979087e+00
2.936205625000000000e+09,-1.519977606053974029e+00,-5.426049320844398061e+00
2.940580000000000000e+09,-1.504592278891216495e+00,-5.464838181851037646e+00
2.944954375000000000e+09,-1.489271657243612657e+00,-5.503945601064500259e+00
2.949328750000000000e+09,-1.474015742284376040e+00,-5.543375682259718218e+00
2.953703125000000000e+09,-1.458824549586150932e+00,-5.583132620385123701e+00
2.958077500000000000e+09,-1.443698109457148826e+00,-5.623220703220688677e+00
2.962451875000000000e+09,-1.428636467222737849e+00,-5.663644313013350917e+00
2.966826250000000000e+09,-1.413639683451386908e+00,-5.704407928091860924e+00
2.971200625000000000e+09,-1.398707834124560012e+00,-5.745516124463501129e+00
2.975575000000000000e+09,-1.383841010750033629e+00,-5.786973577395379209e+00
2.979949375000000000e+09,-1.369039320418639294e+00,-5.828785062983699916e+00
2.984323750000000000e+09,-1.354302885804559153e+00,-5.870955459714330971e+00
2.988698125000000000e+09,-1.339631845109655828e+00,-5.913489750019018665e+00
2.993072500000000000e+09,-1.325026351952557579e+00,-5.956393021831375201e+00
2.997446875000000000e+09,-1.310486575203392512e+00,-5.999670470147608015e+00
3.001821250000000000e+09,-1.296012698765528492e+00,-6.043327398597176270e+00
3.006195625000000000e+09,-1.281604921305623090e+00,-6.087369221028829713e+00
3.010570000000000000e+09,-1.267263455933812732e+00,-6.131801463118245366e+00
3.014944375000000000e+09,-1.252988529835928899e+00,-6.176629764003322087e+00
3.019318750000000000e+09,-1.238780383859890755e+00,-6.221859877954006635e+00
3.023693125000000000e+09,-1.224639272058609230e+00,-6.267497676083801927e+00
3.028067500000000000e+09,-1.210565461191998926e+00,-6.313549148110071840e+00
3.032441875000000000e+09,-1.196559230190803902e+00,-6.360020404171287112e+00
3.036816250000000000e+09,-1.182620869585097267e+00,-6.406917676709092291e+00
3.041190625000000000e+09,-1.168750680900587424e+00,-6.454247322423565691e+00
3.045565000000000000e+09,-1.154948976025856000e+00,-6.502015824310712233e+00
3.049939375000000000e+09,-1.141216076553866143e+00,-6.550229793790927957e+00
3.054313750000000000e+09,-1.127552313101094272e+00,-6.598895972938057852e+00
3.058688125000000000e+09,-1.113958024607913044e+00,-6.648021236818521196e+00
3.063062500000000000e+09,-1.100433557623675007e+00,-6.697612595950580783e+00
3.067436875000000000e+09,-1.086979265580207077e+00,-6.747677198893948791e+00
3.071811250000000000e+09,-1.073595508057315184e+00,-6.798222334980177806e+00
3.076185625000000000e+09,-1.060282650044047648e+00,-6.849255437194818441e+00
3.080560000000000000e+09,-1.047041061199380341e+00,-6.900784085222127828e+00
3.084934375000000000e+09,-1.033871115115939876e+00,-6.952816008663789127e+00
3.089308750000000000e+09,-1.020773188590477165e+00,-7.005359090443308290e+00
3.093683125000000000e+09,-1.007747660904661391e+00,-7.058421370407717887e+00
3.098057500000000000e+09,-9.947949131196014427e-01,-7.112011049138978969e+00
3.102431875000000000e+09,-9.819153273876974897e-01,-7.166136491987207258e+00
3.106806250000000000e+09,-9.691092862849782774e-01,-7.220806233338561420e+00
3.111180625000000000e+09,-9.563771721672792436e-01,-7.276028981130834516e+00
3.115555000000000000e+09,-9.437193665531719011e-01,-7.331813621629688527e+00
3.119929375000000000e+09,-9.311362495367536685e-01,-7.388169224479641528e+00
3.124303750000000000e+09,-9.186281992329198287e-01,-7.445105048043193285e+00
3.128678125000000000e+09,-9.061955912577732697e-01,-7.502630545042755728e+00
3.133052500000000000e+09,-8.938387982465757498e-01,-7.560755368519942010e+00
3.137426875000000000e+09,-8.815581894113978523e-01,-7.619489378127157764e+00
3.141801250000000000e+09,-8.693541301405866006e-01,-7.678842646767368052e+00
3.146175625000000000e+09,-8.572269816416366872e-01,-7.738825467597671981e+00
3.150550000000000000e+09,-8.451771006292716493e-01,-7.799448361413413799e+00
3.154924375000000000e+09,-8.332048390598221221e-01,-7.860722084430021184e+00
3.159298750000000000e+09,-8.213105439131317409e-01,-7.922657636480129995e+00
3.163673125000000000e+09,-8.094945570228209153e-01,-7.985266269644534454e+00
3.168047500000000000e+09,-7.977572149554148506e-01,-8.048559497336146507e+00
3.172421875000000000e+09,-7.860988489388354150e-01,-8.112549103856913746e+00
3.176796250000000000e+09,-7.745197848401916829e-01,-8.177247154448659572e+00
3.181170625000000000e+09,-7.630203431928275215e-01,-8.242666005859684120e+00
3.185545000000000000e+09,-7.516008392722173248e-01,-8.308818317450088031e+00
3.189919375000000000e+09,-7.402615832199825885e-01,-8.375717062860207562e+00
3.194293750000000000e+09,-7.290028802152538345e-01,-8.443375542267215650e+00
3.198668125000000000e+09,-7.178250306920973545e-01,-8.511807395257218189e+00
3.203042500000000000e+09,-7.067283306018661282e-01,-8.581026614341087821e+00
