freq_Hz,S11_dB,S21_dB
3.596987500000000000e+08,-2.004388108724903361e+01,-3.238498485223393480e-02
3.640731250000000000e+08,-1.994941048633627290e+01,-3.268768026109245689e-02
3.684475000000000000e+08,-1.985608685449316368e+01,-3.304534245750267302e-02
3.728218750000000000e+08,-1.976389258037862717e+01,-3.346036614213548921e-02
3.771962500000000000e+08,-1.967281054793173212e+01,-3.393491914572319829e-02
3.815706250000000000e+08,-1.958282409451205197e+01,-3.447093306078551078e-02
3.859450000000000000e+08,-1.949391697090896969e+01,-3.507009497763254741e-02
3.903193750000000000e+08,-1.940607330326692193e+01,-3.573384036633141941e-02
3.946937500000000000e+08,-1.931927755696719728e+01,-3.646334714101821806e-02
3.990681250000000000e+08,-1.923351450250164874e+01,-3.725953093686288492e-02
4.034425000000000000e+08,-1.914876918336591771e+01,-3.812304162413994446e-02
4.078168750000000000e+08,-1.906502688599483974e+01,-3.905426107729668972e-02
4.121912500000000000e+08,-1.898227311175474696e+01,-4.005330221045190486e-02
4.165656250000000000e+08,-1.890049355100169848e+01,-4.112000928418850509e-02
4.209400000000000000e+08,-1.881967405920690695e+01,-4.225395948144147068e-02
4.253143750000000000e+08,-1.873980063514424543e+01,-4.345446574374069171e-02
4.296887500000000000e+08,-1.866085940112751729e+01,-4.472058085196289889e-02
4.340631250000000000e+08,-1.858283658527814453e+01,-4.605110272914401948e-02
4.384375000000000000e+08,-1.850571850579699529e+01,-4.744458093607530069e-02
4.428118750000000000e+08,-1.842949155720730658e+01,-4.889932432396152523e-02
4.471862500000000000e+08,-1.835414219852871298e+01,-5.041340980209813027e-02
4.515606250000000000e+08,-1.827965694333619240e+01,-5.198469217227621314e-02
4.559350000000000000e+08,-1.820602235165076621e+01,-5.361081497620449193e-02
4.603093750000000000e+08,-1.813322502360387034e+01,-5.528922229644377129e-02
4.646837500000000000e+08,-1.806125159480987818e+01,-5.701717144655739367e-02
4.690581250000000000e+08,-1.799008873337792380e+01,-5.879174648156072769e-02
4.734325000000000000e+08,-1.791972313848714649e+01,-6.060987245549050162e-02
4.778068750000000000e+08,-1.785014154044650070e+01,-6.246833034936356832e-02
4.821812500000000000e+08,-1.778133070215517009e+01,-6.436377258969880333e-02
4.865556250000000000e+08,-1.771327742187635579e+01,-6.629273907494279139e-02
4.909300000000000000e+08,-1.764596853723389458e+01,-6.825167362535514148e-02
4.953043750000000000e+08,-1.757939093033872879e+01,-7.023694077017723914e-02
4.996787500000000000e+08,-1.751353153394988738e+01,-7.224484278497056433e-02
5.040531250000000000e+08,-1.744837733857295348e+01,-7.427163689167243232e-02
5.084275000000000000e+08,-1.738391540039814487e+01,-7.631355253397792415e-02
5.128018750000000000e+08,-1.732013284997939451e+01,-7.836680864120661172e-02
5.171762500000000000e+08,-1.725701690155578660e+01,-8.042763079517123437e-02
5.215506250000000000e+08,-1.719455486291705881e+01,-8.249226821601131354e-02
5.259250000000000000e+08,-1.713273414571580133e+01,-8.455701048522211438e-02
5.302993750000000000e+08,-1.707154227613052200e+01,-8.661820392649641209e-02
5.346737500000000000e+08,-1.701096690578507165e+01,-8.867226756818330502e-02
5.390481250000000000e+08,-1.695099582283294382e+01,-9.071570861424591015e-02
5.434225000000000000e+08,-1.689161696311653671e+01,-9.274513735441360096e-02
5.477968750000000000e+08,-1.683281842131521344e+01,-9.475728144833737987e-02
5.521712500000000000e+08,-1.677458846199916565e+01,-9.674899952243325163e-02
