epoch,train_loss,val_loss,train_mae_sdd11_db,train_mae_sdd21_db,val_mae_sdd11_db,val_mae_sdd21_db,val_recip_max,val_passivity_max_sigma,lr,epoch_time_s,delta_re_sub0,delta_im_sub0,delta_re_sub1,delta_im_sub1,delta_re_sub2,delta_im_sub2,delta_re_sub3,delta_im_sub3,delta_re_sub4,delta_im_sub4
1,2.7827908021602004,2.292599622972687,6.053832668934779,9.712015781427372,5.082780191653141,8.70591210197636,0.0,0.8029733144161791,0.0004999143312438893,12.945261716842651,-0.22654998302459717,0.580460250377655,0.2238447368144989,0.5128203630447388,0.23100952804088593,0.516169548034668,0.20322586596012115,0.5940229296684265,0.06691020727157593,0.6470417380332947
2,1.575899320514918,1.491725470344004,5.17556440255321,7.627977111589455,4.981103836890778,8.059938897501894,0.0,1.4014374222051158,0.0004996573836886434,12.058604001998901,-0.2834867537021637,0.5808315277099609,0.283636212348938,0.513197124004364,0.27644914388656616,0.5171590447425842,0.18926961719989777,0.6332281827926636,0.05842624604701996,0.7125257253646851
3,1.4071188508912351,1.4479833225652246,5.076015601610512,6.578860161557497,4.993949136596637,7.070691595914552,0.0,1.3321313625606113,0.000499229333433282,12.072050094604492,-0.30117207765579224,0.5808294415473938,0.30679482221603394,0.5133572816848755,0.28855425119400024,0.5165408253669739,0.18191368877887726,0.6351575255393982,0.05370836704969406,0.7307358384132385
4,1.33013747684991,1.437207554880573,4.99716957779923,6.117004200647205,5.065491809188583,6.923336049273452,0.0,1.2055532510424514,0.0004986304738420682,12.10834002494812,-0.31213057041168213,0.5807897448539734,0.32281601428985596,0.5134488344192505,0.2930859327316284,0.515442430973053,0.1794748455286026,0.6343703269958496,0.05038314685225487,0.7409421801567078
5,1.265133547716539,1.4457537700138183,4.775730177623276,5.885545237413163,5.1231795720808675,6.749143552085173,0.0,1.344691232990704,0.0004978612153434525,12.138352632522583,-0.3228636384010315,0.5807830691337585,0.3355155885219574,0.5138536095619202,0.2954863905906677,0.5141944885253906,0.178737610578537,0.6330201625823975,0.04450575262308121,0.7573415637016296
6,1.198439623719616,1.4499936434145706,4.490453131033993,5.53529294467735,5.321115231092969,7.057279676961727,0.0,1.358225201802771,0.0004969220851487844,12.035314559936523,-0.3328819274902344,0.5808243155479431,0.3456362187862396,0.5142341256141663,0.2958333194255829,0.5127412676811218,0.17858518660068512,0.6318259835243225,0.04599520564079285,0.7645379900932312
7,1.1536110278518985,1.4293459937324933,4.331602789561137,5.261395564633283,5.22161614265609,6.802784627356971,0.0,1.3412910797030653,0.0004958137268909886,12.077077150344849,-0.3416847884654999,0.5809141993522644,0.354833722114563,0.5146750807762146,0.29435232281684875,0.5108087062835693,0.17809312045574188,0.6311283707618713,0.05636592581868172,0.7705599069595337
8,1.1197807339376555,1.4211650298094132,4.225987791069896,5.044789262976923,5.356871829334645,6.82393593317712,0.0,1.4324645077351907,0.0004945369001834513,12.088961362838745,-0.35038191080093384,0.5810061097145081,0.36361923813819885,0.5150291919708252,0.2929101884365082,0.5091715455055237,0.17726296186447144,0.6300499439239502,0.06749653071165085,0.7757668495178223
9,1.0980798137586538,1.4575969688907016,4.1583959608427765,4.913019085150783,5.312916792765262,7.097232053344301,0.0,1.3843427292128232,0.000493092480099419,11.942192077636719,-0.35827454924583435,0.5810577273368835,0.3703940808773041,0.515587329864502,0.2914915382862091,0.508815586566925,0.17684338986873627,0.6288952231407166,0.0802544355392456,0.7809246778488159
10,1.0779896349930742,1.45633658683989,4.097574488943412,4.789932466156856,5.533209752799334,7.135499002190501,0.0,1.3624006000207027,0.0004914814565722669,11.298958778381348,-0.366219162940979,0.5810983777046204,0.3769780695438385,0.515954852104187,0.29087451100349426,0.5089678168296814,0.17604097723960876,0.6275340914726257,0.08661229908466339,0.7854639887809753
