rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,1,1.041,14.4,12.93,16.01,0.042804,0.012416,1.267,design_sample_10501_var_L0_ipc_r01.npz
2,4,1.032,12.9,11.5,14.44,0.042605,0.012385,1.274,design_sample_10501_var_L0_ipc_r04.npz
3,3,1.019,12.85,11.45,14.39,0.042503,0.01236,1.285,design_sample_10501_var_L0_ipc_r03.npz
4,7,1.034,12.7,11.31,14.23,0.042676,0.012392,1.273,design_sample_10501_var_L0_ipc_r07.npz
5,2,1.019,12.65,11.26,14.18,0.042525,0.012361,1.284,design_sample_10501_var_L0_ipc_r02.npz
6,0,1.031,11.85,10.51,13.34,0.042663,0.012384,1.275,design_sample_10501_var_L0_ipc_r00.npz
7,8,1.018,11.7,10.36,13.18,0.042486,0.012355,1.286,design_sample_10501_var_L0_ipc_r08.npz
8,9,1.0,11.6,10.27,13.08,0.0423,0.012341,1.303,design_sample_10501_var_L0_ipc_r09.npz
9,11,1.003,10.2,8.95,11.6,0.04225,0.012336,1.3,design_sample_10501_var_L0_ipc_r11.npz
10,6,0.989,10.0,8.76,11.39,0.042132,0.012305,1.313,design_sample_10501_var_L0_ipc_r06.npz
11,5,0.999,9.05,7.87,10.39,0.042221,0.012342,1.305,design_sample_10501_var_L0_ipc_r05.npz
12,10,1.005,9.05,7.87,10.39,0.042452,0.012346,1.298,design_sample_10501_var_L0_ipc_r10.npz
