rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,0,1.383,100.0,99.81,100.0,0.007057,0.009735,0.407,design_sample_5369_var_L0_ipc_r00.npz
2,1,1.382,100.0,99.81,100.0,0.007081,0.009733,0.408,design_sample_5369_var_L0_ipc_r01.npz
3,2,1.383,100.0,99.81,100.0,0.007029,0.009738,0.406,design_sample_5369_var_L0_ipc_r02.npz
4,3,1.384,100.0,99.81,100.0,0.00705,0.009737,0.407,design_sample_5369_var_L0_ipc_r03.npz
5,4,1.384,100.0,99.81,100.0,0.007054,0.009738,0.407,design_sample_5369_var_L0_ipc_r04.npz
6,5,1.383,100.0,99.81,100.0,0.007055,0.009738,0.408,design_sample_5369_var_L0_ipc_r05.npz
7,6,1.383,100.0,99.81,100.0,0.007059,0.009736,0.405,design_sample_5369_var_L0_ipc_r06.npz
8,7,1.384,100.0,99.81,100.0,0.00704,0.009736,0.407,design_sample_5369_var_L0_ipc_r07.npz
9,8,1.384,100.0,99.81,100.0,0.007037,0.009733,0.407,design_sample_5369_var_L0_ipc_r08.npz
10,9,1.382,100.0,99.81,100.0,0.007065,0.009737,0.408,design_sample_5369_var_L0_ipc_r09.npz
11,10,1.381,100.0,99.81,100.0,0.007072,0.009742,0.406,design_sample_5369_var_L0_ipc_r10.npz
12,11,1.382,100.0,99.81,100.0,0.00705,0.009735,0.408,design_sample_5369_var_L0_ipc_r11.npz
