rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,0,2.322,100.0,99.81,100.0,0.007737,0.012761,1.914,design_sample_9907_wc_L1_ipc_r00.npz
2,1,3.806,100.0,99.81,100.0,0.007361,0.294259,2.545,design_sample_9907_wc_L1_ipc_r01.npz
3,2,2.362,100.0,99.81,100.0,0.007765,0.012972,1.933,design_sample_9907_wc_L1_ipc_r02.npz
4,4,2.707,100.0,99.81,100.0,0.00365,0.024187,1.5,design_sample_9907_wc_L1_ipc_r04.npz
5,5,2.473,100.0,99.81,100.0,0.004589,0.017921,1.663,design_sample_9907_wc_L1_ipc_r05.npz
6,8,2.224,100.0,99.81,100.0,0.005478,0.017044,1.609,design_sample_9907_wc_L1_ipc_r08.npz
7,9,2.778,100.0,99.81,100.0,0.004844,0.022442,1.582,design_sample_9907_wc_L1_ipc_r09.npz
8,10,2.473,100.0,99.81,100.0,0.006832,0.01465,1.73,design_sample_9907_wc_L1_ipc_r10.npz
9,11,2.514,100.0,99.81,100.0,0.006212,0.020278,1.638,design_sample_9907_wc_L1_ipc_r11.npz
10,3,2.368,99.95,99.72,99.99,0.007801,0.012979,1.93,design_sample_9907_wc_L1_ipc_r03.npz
11,7,2.455,72.55,70.55,74.46,0.002474,0.042857,1.752,design_sample_9907_wc_L1_ipc_r07.npz
12,6,2.344,43.95,41.79,46.13,0.004601,0.319599,1.542,design_sample_9907_wc_L1_ipc_r06.npz
