rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,3,1.405,80.65,78.86,82.32,0.014007,0.019115,3.048,design_sample_9644_wc_L1_ipc_r03.npz
2,7,1.095,79.85,78.04,81.55,0.012671,0.012136,2.66,design_sample_9644_wc_L1_ipc_r07.npz
3,4,1.44,79.75,77.93,81.45,0.01141,0.023775,2.742,design_sample_9644_wc_L1_ipc_r04.npz
4,1,3.936,79.7,77.88,81.41,0.017784,0.16487,2.668,design_sample_9644_wc_L1_ipc_r01.npz
5,10,1.427,79.0,77.16,80.73,0.016729,0.014397,3.012,design_sample_9644_wc_L1_ipc_r10.npz
6,6,1.625,78.4,76.54,80.15,0.017211,0.056089,2.618,design_sample_9644_wc_L1_ipc_r06.npz
7,0,1.46,76.9,75.0,78.69,0.013364,0.017632,3.41,design_sample_9644_wc_L1_ipc_r00.npz
8,2,1.585,76.45,74.54,78.26,0.010706,0.016999,3.266,design_sample_9644_wc_L1_ipc_r02.npz
9,5,1.632,74.2,72.24,76.07,0.016025,0.046665,2.804,design_sample_9644_wc_L1_ipc_r05.npz
10,9,1.969,73.25,71.27,75.14,0.013767,0.033661,3.846,design_sample_9644_wc_L1_ipc_r09.npz
11,11,1.991,68.45,66.38,70.45,0.014199,0.021012,2.619,design_sample_9644_wc_L1_ipc_r11.npz
12,8,1.834,66.05,63.95,68.09,0.010122,0.021289,2.736,design_sample_9644_wc_L1_ipc_r08.npz
