rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,6,1.884,98.7,98.1,99.11,0.009405,0.02771,0.971,design_sample_225_wc_L1_ipc_r06.npz
2,5,1.443,91.05,89.72,92.22,0.007327,0.026126,2.078,design_sample_225_wc_L1_ipc_r05.npz
3,3,1.445,83.65,81.96,85.21,0.008601,0.025968,0.868,design_sample_225_wc_L1_ipc_r03.npz
4,2,1.449,82.6,80.88,84.2,0.008523,0.025966,0.869,design_sample_225_wc_L1_ipc_r02.npz
5,10,1.445,81.75,80.0,83.38,0.00852,0.025971,0.869,design_sample_225_wc_L1_ipc_r10.npz
6,11,2.021,81.35,79.58,83.0,0.010457,0.026823,1.053,design_sample_225_wc_L1_ipc_r11.npz
7,8,1.525,79.55,77.73,81.26,0.008979,0.02625,0.907,design_sample_225_wc_L1_ipc_r08.npz
8,9,1.416,79.1,77.26,80.83,0.008274,0.02698,1.36,design_sample_225_wc_L1_ipc_r09.npz
9,4,3.725,79.0,77.16,80.73,0.023765,0.126206,2.48,design_sample_225_wc_L1_ipc_r04.npz
10,1,3.75,78.25,76.39,80.0,0.023833,0.126028,2.495,design_sample_225_wc_L1_ipc_r01.npz
11,0,3.752,72.05,70.04,73.97,0.023587,0.125726,2.503,design_sample_225_wc_L1_ipc_r00.npz
12,7,3.738,66.8,64.71,68.83,0.023359,0.125569,2.498,design_sample_225_wc_L1_ipc_r07.npz
