rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,2,2.645,98.45,97.81,98.91,0.027293,0.089892,1.359,design_sample_4978_wc_L1_ipc_r02.npz
2,8,2.821,97.15,96.33,97.79,0.020956,0.090078,1.424,design_sample_4978_wc_L1_ipc_r08.npz
3,10,2.98,93.25,92.07,94.27,0.055697,0.069632,1.536,design_sample_4978_wc_L1_ipc_r10.npz
4,11,3.127,89.55,88.13,90.82,0.034175,0.085283,1.604,design_sample_4978_wc_L1_ipc_r11.npz
5,6,3.135,88.95,87.5,90.25,0.052609,0.079126,1.71,design_sample_4978_wc_L1_ipc_r06.npz
6,9,2.771,88.65,87.19,89.97,0.025321,0.084731,1.727,design_sample_4978_wc_L1_ipc_r09.npz
7,5,1.936,84.35,82.69,85.88,0.026612,0.078613,1.747,design_sample_4978_wc_L1_ipc_r05.npz
8,1,2.791,81.8,80.05,83.43,0.038804,0.055352,1.3,design_sample_4978_wc_L1_ipc_r01.npz
9,0,1.878,80.2,78.4,81.89,0.026609,0.06157,1.407,design_sample_4978_wc_L1_ipc_r00.npz
10,7,2.449,78.7,76.85,80.44,0.019502,0.06352,1.547,design_sample_4978_wc_L1_ipc_r07.npz
11,4,2.707,73.5,71.52,75.39,0.036858,0.046137,1.651,design_sample_4978_wc_L1_ipc_r04.npz
12,3,2.034,69.65,67.6,71.63,0.038709,0.044574,1.687,design_sample_4978_wc_L1_ipc_r03.npz
