rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,3,0.527,13.15,11.74,14.7,0.003262,0.011222,1.122,design_sample_1260_var_L1_ipc_r03.npz
2,5,0.527,13.1,11.69,14.65,0.003243,0.011223,1.122,design_sample_1260_var_L1_ipc_r05.npz
3,11,0.527,12.8,11.41,14.34,0.00323,0.011224,1.121,design_sample_1260_var_L1_ipc_r11.npz
4,8,0.527,11.7,10.36,13.18,0.003222,0.011223,1.122,design_sample_1260_var_L1_ipc_r08.npz
5,0,0.531,11.2,9.89,12.66,0.003273,0.011195,1.158,design_sample_1260_var_L1_ipc_r00.npz
6,4,0.528,11.1,9.8,12.55,0.00326,0.011207,1.138,design_sample_1260_var_L1_ipc_r04.npz
7,7,0.527,10.9,9.61,12.34,0.003252,0.011216,1.13,design_sample_1260_var_L1_ipc_r07.npz
8,6,0.527,10.85,9.56,12.29,0.003242,0.011224,1.121,design_sample_1260_var_L1_ipc_r06.npz
9,2,0.527,10.8,9.51,12.24,0.00322,0.011223,1.121,design_sample_1260_var_L1_ipc_r02.npz
10,9,0.527,10.5,9.23,11.92,0.003229,0.011224,1.122,design_sample_1260_var_L1_ipc_r09.npz
11,1,0.533,9.85,8.62,11.23,0.003356,0.01114,1.21,design_sample_1260_var_L1_ipc_r01.npz
12,10,0.527,9.55,8.34,10.92,0.003217,0.011223,1.122,design_sample_1260_var_L1_ipc_r10.npz
