rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,9,0.61,89.95,88.55,91.19,0.004587,0.009314,1.323,design_sample_100_wc_L1_ipc_r09.npz
2,5,0.716,86.4,84.83,87.83,0.004647,0.009745,1.516,design_sample_100_wc_L1_ipc_r05.npz
3,1,0.686,86.35,84.78,87.79,0.005622,0.009295,1.441,design_sample_100_wc_L1_ipc_r01.npz
4,10,0.687,85.8,84.2,87.26,0.005616,0.009296,1.441,design_sample_100_wc_L1_ipc_r10.npz
5,2,0.686,85.35,83.73,86.83,0.005598,0.009296,1.44,design_sample_100_wc_L1_ipc_r02.npz
6,7,0.687,85.35,83.73,86.83,0.005621,0.009295,1.44,design_sample_100_wc_L1_ipc_r07.npz
7,0,0.687,85.25,83.63,86.74,0.005586,0.009297,1.44,design_sample_100_wc_L1_ipc_r00.npz
8,4,0.687,85.2,83.58,86.69,0.005583,0.009296,1.44,design_sample_100_wc_L1_ipc_r04.npz
9,6,0.683,84.7,83.06,86.21,0.005618,0.009304,1.435,design_sample_100_wc_L1_ipc_r06.npz
10,8,0.696,84.7,83.06,86.21,0.00573,0.009295,1.445,design_sample_100_wc_L1_ipc_r08.npz
11,3,0.687,84.4,82.74,85.92,0.005589,0.009295,1.44,design_sample_100_wc_L1_ipc_r03.npz
12,11,0.662,82.9,81.19,84.49,0.005994,0.009198,1.489,design_sample_100_wc_L1_ipc_r11.npz
