rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,0,0.691,100.0,99.81,100.0,0.00274,0.01977,0.96,design_sample_5490_wc_L1_ipc_s0.5_r00.npz
2,1,0.691,100.0,99.81,100.0,0.002765,0.019769,0.96,design_sample_5490_wc_L1_ipc_s0.5_r01.npz
3,2,0.544,100.0,99.81,100.0,0.003497,0.023082,0.901,design_sample_5490_wc_L1_ipc_s0.5_r02.npz
4,3,0.692,100.0,99.81,100.0,0.002757,0.019763,0.961,design_sample_5490_wc_L1_ipc_s0.5_r03.npz
5,4,0.544,100.0,99.81,100.0,0.003516,0.023082,0.901,design_sample_5490_wc_L1_ipc_s0.5_r04.npz
6,5,0.578,100.0,99.81,100.0,0.003586,0.023548,1.482,design_sample_5490_wc_L1_ipc_s0.5_r05.npz
7,6,0.691,100.0,99.81,100.0,0.002777,0.019769,0.961,design_sample_5490_wc_L1_ipc_s0.5_r06.npz
8,7,0.692,100.0,99.81,100.0,0.002761,0.01977,0.961,design_sample_5490_wc_L1_ipc_s0.5_r07.npz
9,8,0.691,100.0,99.81,100.0,0.002743,0.019766,0.961,design_sample_5490_wc_L1_ipc_s0.5_r08.npz
10,9,0.537,100.0,99.81,100.0,0.003369,0.023245,0.878,design_sample_5490_wc_L1_ipc_s0.5_r09.npz
11,10,0.543,100.0,99.81,100.0,0.003515,0.023081,0.901,design_sample_5490_wc_L1_ipc_s0.5_r10.npz
12,11,0.533,100.0,99.81,100.0,0.00355,0.023093,0.921,design_sample_5490_wc_L1_ipc_s0.5_r11.npz
