rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,1,4.866,63.45,61.32,65.53,0.009225,0.163818,3.785,design_sample_286_wc_L1_ipc_r01.npz
2,0,4.794,61.2,59.04,63.31,0.007857,0.168475,4.237,design_sample_286_wc_L1_ipc_r00.npz
3,7,4.045,20.25,18.55,22.07,0.005427,0.154509,3.305,design_sample_286_wc_L1_ipc_r07.npz
4,2,1.201,0.0,0.0,0.19,0.010525,0.036414,1.923,design_sample_286_wc_L1_ipc_r02.npz
5,3,1.245,0.0,0.0,0.19,0.010804,0.039015,2.511,design_sample_286_wc_L1_ipc_r03.npz
6,5,1.513,0.0,0.0,0.19,0.011409,0.04208,2.422,design_sample_286_wc_L1_ipc_r05.npz
7,6,1.323,0.0,0.0,0.19,0.01135,0.039093,2.714,design_sample_286_wc_L1_ipc_r06.npz
8,8,1.433,0.0,0.0,0.19,0.012311,0.049047,1.715,design_sample_286_wc_L1_ipc_r08.npz
9,9,0.995,0.0,0.0,0.19,0.011484,0.022311,3.274,design_sample_286_wc_L1_ipc_r09.npz
10,10,1.452,0.0,0.0,0.19,0.012383,0.050451,3.443,design_sample_286_wc_L1_ipc_r10.npz
11,11,1.676,0.0,0.0,0.19,0.013454,0.058189,1.861,design_sample_286_wc_L1_ipc_r11.npz
