rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,10,1.481,99.2,98.7,99.51,0.005205,0.021999,1.324,design_sample_2868_wc_L1_ipc_r10.npz
2,5,1.27,99.15,98.64,99.47,0.003961,0.014898,2.492,design_sample_2868_wc_L1_ipc_r05.npz
3,6,1.605,99.15,98.64,99.47,0.006948,0.026167,1.509,design_sample_2868_wc_L1_ipc_r06.npz
4,11,1.4,99.05,98.52,99.39,0.004878,0.016519,1.322,design_sample_2868_wc_L1_ipc_r11.npz
5,2,1.486,98.95,98.4,99.31,0.004877,0.013969,1.386,design_sample_2868_wc_L1_ipc_r02.npz
6,9,1.617,98.65,98.04,99.07,0.004082,0.015904,1.539,design_sample_2868_wc_L1_ipc_r09.npz
7,8,1.943,98.5,97.87,98.95,0.004492,0.017394,1.403,design_sample_2868_wc_L1_ipc_r08.npz
8,3,1.163,98.05,97.35,98.57,0.0044,0.013616,1.757,design_sample_2868_wc_L1_ipc_r03.npz
9,0,1.254,79.75,77.93,81.45,0.003874,0.012087,1.332,design_sample_2868_wc_L1_ipc_r00.npz
10,4,1.248,78.2,76.34,79.95,0.003814,0.012071,1.328,design_sample_2868_wc_L1_ipc_r04.npz
11,1,1.249,75.8,73.87,77.63,0.003756,0.012038,1.328,design_sample_2868_wc_L1_ipc_r01.npz
12,7,1.666,69.1,67.04,71.09,0.003138,0.014297,1.296,design_sample_2868_wc_L1_ipc_r07.npz
