rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,0,3.822,8.5,7.36,9.8,0.018809,0.132343,2.258,design_sample_695_wc_L1_ipc_r00.npz
2,1,4.083,8.1,6.98,9.38,0.01132,0.163375,2.818,design_sample_695_wc_L1_ipc_r01.npz
3,3,3.226,7.4,6.33,8.63,0.015751,0.077218,3.862,design_sample_695_wc_L1_ipc_r03.npz
4,4,3.943,5.0,4.13,6.04,0.011908,0.158064,2.503,design_sample_695_wc_L1_ipc_r04.npz
5,10,2.219,0.2,0.08,0.51,0.025373,0.024536,2.748,design_sample_695_wc_L1_ipc_r10.npz
6,6,1.629,0.05,0.01,0.28,0.021639,0.03444,2.169,design_sample_695_wc_L1_ipc_r06.npz
7,2,1.326,0.0,0.0,0.19,0.018173,0.021644,1.331,design_sample_695_wc_L1_ipc_r02.npz
8,5,1.071,0.0,0.0,0.19,0.014583,0.010122,2.096,design_sample_695_wc_L1_ipc_r05.npz
9,7,2.285,0.0,0.0,0.19,0.020038,0.091262,1.381,design_sample_695_wc_L1_ipc_r07.npz
10,8,1.086,0.0,0.0,0.19,0.019035,0.021517,1.37,design_sample_695_wc_L1_ipc_r08.npz
11,9,0.799,0.0,0.0,0.19,0.018766,0.01064,1.658,design_sample_695_wc_L1_ipc_r09.npz
12,11,0.853,0.0,0.0,0.19,0.025534,0.01525,1.398,design_sample_695_wc_L1_ipc_r11.npz
