rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,0,1.329,0.0,0.0,0.19,0.006197,0.031424,0.722,design_sample_7030_var_L0_ipc_r00.npz
2,1,1.343,0.0,0.0,0.19,0.006228,0.031399,0.685,design_sample_7030_var_L0_ipc_r01.npz
3,2,1.328,0.0,0.0,0.19,0.006203,0.031432,0.724,design_sample_7030_var_L0_ipc_r02.npz
4,3,2.16,0.0,0.0,0.19,0.007556,0.049168,1.736,design_sample_7030_var_L0_ipc_r03.npz
5,4,1.329,0.0,0.0,0.19,0.006224,0.031432,0.724,design_sample_7030_var_L0_ipc_r04.npz
6,5,3.339,0.0,0.0,0.19,0.004418,0.089095,1.733,design_sample_7030_var_L0_ipc_r05.npz
7,6,3.164,0.0,0.0,0.19,0.005305,0.078097,1.046,design_sample_7030_var_L0_ipc_r06.npz
8,7,1.328,0.0,0.0,0.19,0.006203,0.031434,0.723,design_sample_7030_var_L0_ipc_r07.npz
9,8,1.329,0.0,0.0,0.19,0.00623,0.031434,0.723,design_sample_7030_var_L0_ipc_r08.npz
10,9,1.401,0.0,0.0,0.19,0.00609,0.030953,0.736,design_sample_7030_var_L0_ipc_r09.npz
11,10,2.034,0.0,0.0,0.19,0.006169,0.036932,0.805,design_sample_7030_var_L0_ipc_r10.npz
12,11,1.329,0.0,0.0,0.19,0.006207,0.031423,0.722,design_sample_7030_var_L0_ipc_r11.npz
