rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,5,1.027,6.25,5.27,7.4,0.001927,0.007077,1.933,design_sample_264_var_L0_ipc_r05.npz
2,3,1.027,6.2,5.22,7.34,0.001931,0.007078,1.934,design_sample_264_var_L0_ipc_r03.npz
3,0,1.028,5.85,4.9,6.97,0.001927,0.007079,1.934,design_sample_264_var_L0_ipc_r00.npz
4,11,1.027,5.55,4.63,6.64,0.001929,0.007077,1.933,design_sample_264_var_L0_ipc_r11.npz
5,6,1.026,5.45,4.54,6.53,0.001927,0.007076,1.934,design_sample_264_var_L0_ipc_r06.npz
6,2,1.027,5.35,4.45,6.42,0.001927,0.007078,1.933,design_sample_264_var_L0_ipc_r02.npz
7,8,1.027,5.2,4.31,6.26,0.001928,0.007078,1.933,design_sample_264_var_L0_ipc_r08.npz
8,4,1.027,5.0,4.13,6.04,0.001928,0.007076,1.933,design_sample_264_var_L0_ipc_r04.npz
9,1,1.028,4.9,4.04,5.94,0.00193,0.007075,1.935,design_sample_264_var_L0_ipc_r01.npz
10,7,1.027,4.65,3.81,5.66,0.001924,0.007078,1.933,design_sample_264_var_L0_ipc_r07.npz
11,10,1.027,4.6,3.77,5.61,0.001932,0.007076,1.934,design_sample_264_var_L0_ipc_r10.npz
12,9,1.027,4.45,3.63,5.44,0.00193,0.007077,1.934,design_sample_264_var_L0_ipc_r09.npz
