rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,9,2.359,91.6,90.3,92.74,0.021474,0.041909,3.084,design_sample_4293_wc_L1_ipc_r09.npz
2,11,2.317,90.4,89.03,91.61,0.024258,0.048744,2.181,design_sample_4293_wc_L1_ipc_r11.npz
3,3,2.553,89.95,88.55,91.19,0.022692,0.053104,1.03,design_sample_4293_wc_L1_ipc_r03.npz
4,2,2.309,89.8,88.4,91.05,0.017092,0.050686,1.32,design_sample_4293_wc_L1_ipc_r02.npz
5,7,3.12,88.95,87.5,90.25,0.005179,0.071135,1.731,design_sample_4293_wc_L1_ipc_r07.npz
6,4,2.76,85.65,84.05,87.12,0.019135,0.056284,0.519,design_sample_4293_wc_L1_ipc_r04.npz
7,8,2.297,84.9,83.26,86.4,0.016013,0.051823,1.085,design_sample_4293_wc_L1_ipc_r08.npz
8,5,2.11,83.7,82.02,85.25,0.024398,0.050668,1.524,design_sample_4293_wc_L1_ipc_r05.npz
9,10,2.408,83.3,81.6,84.87,0.031481,0.055492,1.427,design_sample_4293_wc_L1_ipc_r10.npz
10,6,2.011,75.5,73.57,77.33,0.033745,0.036624,2.303,design_sample_4293_wc_L1_ipc_r06.npz
11,1,2.278,73.8,71.83,75.68,0.023974,0.048524,1.13,design_sample_4293_wc_L1_ipc_r01.npz
12,0,2.275,72.55,70.55,74.46,0.024036,0.048498,1.129,design_sample_4293_wc_L1_ipc_r00.npz
