rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,0,1.911,0.0,0.0,0.19,0.004664,0.013776,0.808,design_sample_2153_var_L0_ipc_r00.npz
2,1,1.912,0.0,0.0,0.19,0.004664,0.013774,0.809,design_sample_2153_var_L0_ipc_r01.npz
3,2,2.234,0.0,0.0,0.19,0.009828,0.012047,1.056,design_sample_2153_var_L0_ipc_r02.npz
4,3,2.294,0.0,0.0,0.19,0.002871,0.021095,1.416,design_sample_2153_var_L0_ipc_r03.npz
5,4,1.912,0.0,0.0,0.19,0.004659,0.013773,0.809,design_sample_2153_var_L0_ipc_r04.npz
6,5,2.445,0.0,0.0,0.19,0.008862,0.013621,1.411,design_sample_2153_var_L0_ipc_r05.npz
7,6,3.129,0.0,0.0,0.19,0.020372,0.039452,0.769,design_sample_2153_var_L0_ipc_r06.npz
8,7,1.912,0.0,0.0,0.19,0.004662,0.013774,0.809,design_sample_2153_var_L0_ipc_r07.npz
9,8,2.234,0.0,0.0,0.19,0.009831,0.012046,1.055,design_sample_2153_var_L0_ipc_r08.npz
10,9,2.234,0.0,0.0,0.19,0.009821,0.012044,1.059,design_sample_2153_var_L0_ipc_r09.npz
11,10,2.227,0.0,0.0,0.19,0.009862,0.012064,1.033,design_sample_2153_var_L0_ipc_r10.npz
12,11,2.229,0.0,0.0,0.19,0.009835,0.012058,1.041,design_sample_2153_var_L0_ipc_r11.npz
