rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,2,3.276,62.45,60.31,64.55,0.008648,0.094776,1.988,design_sample_7633_wc_L1_ipc_r02.npz
2,0,3.668,59.3,57.13,61.43,0.009155,0.099593,1.651,design_sample_7633_wc_L1_ipc_r00.npz
3,3,3.677,58.2,56.02,60.34,0.005985,0.098412,2.246,design_sample_7633_wc_L1_ipc_r03.npz
4,9,3.605,52.25,50.06,54.43,0.008999,0.10253,2.116,design_sample_7633_wc_L1_ipc_r09.npz
5,10,2.761,51.9,49.71,54.08,0.007993,0.071162,2.301,design_sample_7633_wc_L1_ipc_r10.npz
6,11,2.916,46.7,44.52,48.89,0.008308,0.082283,2.181,design_sample_7633_wc_L1_ipc_r11.npz
7,8,2.918,27.9,25.98,29.91,0.00901,0.079414,1.621,design_sample_7633_wc_L1_ipc_r08.npz
8,4,3.63,27.55,25.64,29.55,0.008749,0.101398,1.504,design_sample_7633_wc_L1_ipc_r04.npz
9,5,3.225,26.95,25.05,28.94,0.005814,0.084243,2.806,design_sample_7633_wc_L1_ipc_r05.npz
10,6,2.958,3.05,2.38,3.9,0.005247,0.071602,2.704,design_sample_7633_wc_L1_ipc_r06.npz
11,1,2.55,0.0,0.0,0.19,0.006328,0.056848,1.926,design_sample_7633_wc_L1_ipc_r01.npz
12,7,2.91,0.0,0.0,0.19,0.006436,0.077125,1.458,design_sample_7633_wc_L1_ipc_r07.npz
