rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,4,0.839,99.9,99.64,99.97,0.007908,0.007172,0.878,design_sample_260_cc_e0.3_L0.1_ipc_r04.npz
2,10,0.85,99.9,99.64,99.97,0.007695,0.007203,0.864,design_sample_260_cc_e0.3_L0.1_ipc_r10.npz
3,1,0.846,99.8,99.49,99.92,0.007613,0.007162,0.878,design_sample_260_cc_e0.3_L0.1_ipc_r01.npz
4,3,0.846,99.8,99.49,99.92,0.007616,0.007171,0.875,design_sample_260_cc_e0.3_L0.1_ipc_r03.npz
5,11,0.846,99.8,99.49,99.92,0.007621,0.007172,0.875,design_sample_260_cc_e0.3_L0.1_ipc_r11.npz
6,0,0.846,99.7,99.35,99.86,0.007609,0.00717,0.875,design_sample_260_cc_e0.3_L0.1_ipc_r00.npz
7,2,0.847,99.7,99.35,99.86,0.007641,0.007174,0.874,design_sample_260_cc_e0.3_L0.1_ipc_r02.npz
8,5,0.846,99.7,99.35,99.86,0.007619,0.00717,0.875,design_sample_260_cc_e0.3_L0.1_ipc_r05.npz
9,6,0.847,99.65,99.28,99.83,0.007624,0.00717,0.875,design_sample_260_cc_e0.3_L0.1_ipc_r06.npz
10,7,0.846,99.65,99.28,99.83,0.007615,0.00717,0.875,design_sample_260_cc_e0.3_L0.1_ipc_r07.npz
11,9,0.846,99.6,99.21,99.8,0.007637,0.00717,0.875,design_sample_260_cc_e0.3_L0.1_ipc_r09.npz
12,8,0.841,99.4,98.95,99.66,0.007563,0.007095,0.9,design_sample_260_cc_e0.3_L0.1_ipc_r08.npz
