rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,3,4.397,74.15,72.19,76.02,0.014075,0.061652,4.185,design_sample_10151_wc_L1_ipc_r03.npz
2,1,4.859,73.65,71.68,75.53,0.01284,0.105065,2.808,design_sample_10151_wc_L1_ipc_r01.npz
3,0,4.319,66.0,63.89,68.04,0.015143,0.052235,4.12,design_sample_10151_wc_L1_ipc_r00.npz
4,8,4.35,63.6,61.47,65.68,0.011907,0.06009,2.691,design_sample_10151_wc_L1_ipc_r08.npz
5,7,4.107,55.25,53.06,57.42,0.010895,0.061471,3.225,design_sample_10151_wc_L1_ipc_r07.npz
6,4,4.337,55.1,52.91,57.27,0.010898,0.055783,3.202,design_sample_10151_wc_L1_ipc_r04.npz
7,6,4.031,42.9,40.75,45.08,0.018487,0.082221,3.511,design_sample_10151_wc_L1_ipc_r06.npz
8,2,4.439,38.05,35.95,40.2,0.014165,0.044261,2.878,design_sample_10151_wc_L1_ipc_r02.npz
9,11,4.214,30.4,28.42,32.45,0.017874,0.055021,3.044,design_sample_10151_wc_L1_ipc_r11.npz
10,9,4.117,27.7,25.78,29.7,0.02086,0.053757,4.127,design_sample_10151_wc_L1_ipc_r09.npz
11,5,4.11,0.0,0.0,0.19,0.009703,0.052479,4.25,design_sample_10151_wc_L1_ipc_r05.npz
