rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,5,0.763,100.0,99.81,100.0,0.002326,0.015648,1.739,design_sample_7063_wc_L1_ipc_r05.npz
2,9,0.909,99.85,99.56,99.95,0.003126,0.010979,1.415,design_sample_7063_wc_L1_ipc_r09.npz
3,11,0.967,99.85,99.56,99.95,0.003247,0.011395,1.718,design_sample_7063_wc_L1_ipc_r11.npz
4,8,0.905,99.8,99.49,99.92,0.002919,0.01131,1.5,design_sample_7063_wc_L1_ipc_r08.npz
5,0,0.901,99.75,99.42,99.89,0.002909,0.011324,1.511,design_sample_7063_wc_L1_ipc_r00.npz
6,6,0.902,99.75,99.42,99.89,0.002906,0.011326,1.512,design_sample_7063_wc_L1_ipc_r06.npz
7,10,0.902,99.6,99.21,99.8,0.002912,0.011322,1.512,design_sample_7063_wc_L1_ipc_r10.npz
8,2,0.901,99.55,99.15,99.76,0.00291,0.011324,1.512,design_sample_7063_wc_L1_ipc_r02.npz
9,7,0.901,99.55,99.15,99.76,0.002905,0.011322,1.512,design_sample_7063_wc_L1_ipc_r07.npz
10,4,0.901,99.5,99.08,99.73,0.00292,0.011323,1.512,design_sample_7063_wc_L1_ipc_r04.npz
11,1,0.901,99.4,98.95,99.66,0.002923,0.011323,1.512,design_sample_7063_wc_L1_ipc_r01.npz
12,3,0.902,99.35,98.89,99.62,0.002912,0.011323,1.511,design_sample_7063_wc_L1_ipc_r03.npz
