rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,0,3.113,0.0,0.0,0.19,0.012591,0.031555,1.201,design_sample_6247_var_L0_ipc_r00.npz
2,1,3.113,0.0,0.0,0.19,0.012599,0.031561,1.201,design_sample_6247_var_L0_ipc_r01.npz
3,2,3.116,0.0,0.0,0.19,0.012539,0.031545,1.209,design_sample_6247_var_L0_ipc_r02.npz
4,3,3.115,0.0,0.0,0.19,0.01255,0.031544,1.213,design_sample_6247_var_L0_ipc_r03.npz
5,4,3.113,0.0,0.0,0.19,0.012569,0.031559,1.2,design_sample_6247_var_L0_ipc_r04.npz
6,5,3.119,0.0,0.0,0.19,0.012511,0.031551,1.228,design_sample_6247_var_L0_ipc_r05.npz
7,6,3.129,0.0,0.0,0.19,0.01247,0.031509,1.241,design_sample_6247_var_L0_ipc_r06.npz
8,7,3.112,0.0,0.0,0.19,0.012589,0.031563,1.2,design_sample_6247_var_L0_ipc_r07.npz
9,8,3.12,0.0,0.0,0.19,0.012512,0.031545,1.22,design_sample_6247_var_L0_ipc_r08.npz
10,9,3.121,0.0,0.0,0.19,0.012519,0.031543,1.228,design_sample_6247_var_L0_ipc_r09.npz
11,10,3.123,0.0,0.0,0.19,0.012493,0.031534,1.221,design_sample_6247_var_L0_ipc_r10.npz
12,11,3.121,0.0,0.0,0.19,0.012503,0.031539,1.23,design_sample_6247_var_L0_ipc_r11.npz
