rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,9,1.04,94.3,93.2,95.23,0.004306,0.00582,0.412,design_sample_5372_var_L0_ipc_r09.npz
2,11,1.037,93.8,92.66,94.78,0.00433,0.005817,0.411,design_sample_5372_var_L0_ipc_r11.npz
3,3,1.038,93.75,92.6,94.73,0.004337,0.005815,0.411,design_sample_5372_var_L0_ipc_r03.npz
4,2,1.039,93.7,92.55,94.68,0.004331,0.00582,0.412,design_sample_5372_var_L0_ipc_r02.npz
5,4,1.038,93.45,92.28,94.45,0.004329,0.005819,0.412,design_sample_5372_var_L0_ipc_r04.npz
6,5,1.04,93.45,92.28,94.45,0.004331,0.005825,0.412,design_sample_5372_var_L0_ipc_r05.npz
7,7,1.038,93.35,92.17,94.36,0.004331,0.005819,0.412,design_sample_5372_var_L0_ipc_r07.npz
8,1,1.039,93.25,92.07,94.27,0.004327,0.005818,0.412,design_sample_5372_var_L0_ipc_r01.npz
9,10,1.039,93.05,91.85,94.08,0.004289,0.005825,0.411,design_sample_5372_var_L0_ipc_r10.npz
10,8,1.04,92.85,91.64,93.9,0.004324,0.005821,0.412,design_sample_5372_var_L0_ipc_r08.npz
11,6,1.037,92.55,91.32,93.62,0.004325,0.005826,0.412,design_sample_5372_var_L0_ipc_r06.npz
12,0,1.038,92.45,91.21,93.53,0.004332,0.005819,0.412,design_sample_5372_var_L0_ipc_r00.npz
