rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,8,0.835,99.95,99.72,99.99,0.00259,0.005084,1.301,design_sample_2879_wc_L1_ipc_r08.npz
2,0,0.84,99.9,99.64,99.97,0.002483,0.005077,1.307,design_sample_2879_wc_L1_ipc_r00.npz
3,3,0.913,99.9,99.64,99.97,0.002831,0.005278,1.351,design_sample_2879_wc_L1_ipc_r03.npz
4,10,1.147,99.8,99.49,99.92,0.003581,0.008854,1.33,design_sample_2879_wc_L1_ipc_r10.npz
5,2,0.881,99.75,99.42,99.89,0.002884,0.0051,1.349,design_sample_2879_wc_L1_ipc_r02.npz
6,7,0.84,99.7,99.35,99.86,0.00248,0.005077,1.307,design_sample_2879_wc_L1_ipc_r07.npz
7,1,0.84,99.6,99.21,99.8,0.002495,0.005077,1.307,design_sample_2879_wc_L1_ipc_r01.npz
8,4,0.841,99.55,99.15,99.76,0.002484,0.005077,1.307,design_sample_2879_wc_L1_ipc_r04.npz
9,11,2.152,98.0,97.29,98.53,0.003721,0.032697,1.702,design_sample_2879_wc_L1_ipc_r11.npz
10,5,2.312,90.75,89.4,91.94,0.002921,0.043177,1.97,design_sample_2879_wc_L1_ipc_r05.npz
11,6,2.521,82.8,81.08,84.39,0.002624,0.074596,1.502,design_sample_2879_wc_L1_ipc_r06.npz
12,9,2.603,64.2,62.07,66.27,0.002431,0.077228,1.683,design_sample_2879_wc_L1_ipc_r09.npz
