rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,3,2.037,99.85,99.56,99.95,0.038417,0.100118,1.39,design_sample_3192_wc_L1_ipc_r03.npz
2,11,2.016,99.0,98.46,99.35,0.038626,0.026012,1.328,design_sample_3192_wc_L1_ipc_r11.npz
3,6,2.048,98.85,98.28,99.23,0.03926,0.028468,1.255,design_sample_3192_wc_L1_ipc_r06.npz
4,5,1.569,96.5,95.6,97.22,0.037131,0.028548,1.396,design_sample_3192_wc_L1_ipc_r05.npz
5,9,1.698,96.5,95.6,97.22,0.036111,0.02579,1.582,design_sample_3192_wc_L1_ipc_r09.npz
6,4,1.595,92.05,90.78,93.16,0.040485,0.021122,1.349,design_sample_3192_wc_L1_ipc_r04.npz
7,7,1.594,91.45,90.14,92.6,0.040396,0.021137,1.352,design_sample_3192_wc_L1_ipc_r07.npz
8,2,1.588,91.4,90.09,92.55,0.040126,0.021151,1.359,design_sample_3192_wc_L1_ipc_r02.npz
9,0,1.594,91.25,89.93,92.41,0.040486,0.02112,1.349,design_sample_3192_wc_L1_ipc_r00.npz
10,8,1.597,91.1,89.77,92.27,0.040514,0.02117,1.35,design_sample_3192_wc_L1_ipc_r08.npz
11,10,1.595,90.45,89.08,91.66,0.040437,0.021123,1.349,design_sample_3192_wc_L1_ipc_r10.npz
12,1,1.852,72.8,70.81,74.71,0.040317,0.064944,1.271,design_sample_3192_wc_L1_ipc_r01.npz
