rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,1,1.454,0.05,0.01,0.28,0.00276,0.068897,2.286,design_sample_9504_var_L0_ipc_r01.npz
2,6,0.998,0.05,0.01,0.28,0.003197,0.049604,1.91,design_sample_9504_var_L0_ipc_r06.npz
3,0,0.519,0.0,0.0,0.19,0.002324,0.013781,1.443,design_sample_9504_var_L0_ipc_r00.npz
4,2,0.421,0.0,0.0,0.19,0.002261,0.011762,1.417,design_sample_9504_var_L0_ipc_r02.npz
5,3,1.92,0.0,0.0,0.19,0.002494,0.141457,2.305,design_sample_9504_var_L0_ipc_r03.npz
6,4,0.975,0.0,0.0,0.19,0.002534,0.034387,1.832,design_sample_9504_var_L0_ipc_r04.npz
7,5,0.753,0.0,0.0,0.19,0.001625,0.02449,2.296,design_sample_9504_var_L0_ipc_r05.npz
8,7,0.9,0.0,0.0,0.19,0.002268,0.02689,1.747,design_sample_9504_var_L0_ipc_r07.npz
9,8,0.479,0.0,0.0,0.19,0.002148,0.01283,1.4,design_sample_9504_var_L0_ipc_r08.npz
10,9,0.42,0.0,0.0,0.19,0.002239,0.011541,1.418,design_sample_9504_var_L0_ipc_r09.npz
11,10,1.571,0.0,0.0,0.19,0.003193,0.102976,1.902,design_sample_9504_var_L0_ipc_r10.npz
12,11,0.581,0.0,0.0,0.19,0.00226,0.014843,1.42,design_sample_9504_var_L0_ipc_r11.npz
