rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,10,1.517,100.0,99.81,100.0,0.004884,0.013069,1.31,design_sample_2875_wc_L1_ipc_r10.npz
2,2,1.586,99.9,99.64,99.97,0.004057,0.012335,1.347,design_sample_2875_wc_L1_ipc_r02.npz
3,9,1.451,99.7,99.35,99.86,0.003339,0.010375,1.54,design_sample_2875_wc_L1_ipc_r09.npz
4,8,1.266,98.9,98.34,99.27,0.003731,0.007283,1.313,design_sample_2875_wc_L1_ipc_r08.npz
5,3,1.489,96.25,95.32,97.0,0.002974,0.006281,1.314,design_sample_2875_wc_L1_ipc_r03.npz
6,4,1.491,96.0,95.05,96.77,0.00295,0.006281,1.314,design_sample_2875_wc_L1_ipc_r04.npz
7,0,1.49,95.55,94.56,96.37,0.002958,0.006281,1.314,design_sample_2875_wc_L1_ipc_r00.npz
8,1,1.499,95.25,94.23,96.1,0.002855,0.006265,1.306,design_sample_2875_wc_L1_ipc_r01.npz
9,11,3.134,88.6,87.13,89.92,0.003708,0.099029,1.186,design_sample_2875_wc_L1_ipc_r11.npz
10,6,3.25,87.7,86.19,89.07,0.004004,0.108027,1.222,design_sample_2875_wc_L1_ipc_r06.npz
11,7,1.643,81.45,79.69,83.09,0.002448,0.007155,1.216,design_sample_2875_wc_L1_ipc_r07.npz
12,5,3.603,57.6,55.42,59.75,0.002546,0.110213,1.999,design_sample_2875_wc_L1_ipc_r05.npz
