rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,10,0.965,95.45,94.45,96.28,0.002971,0.009169,2.024,design_sample_5275_wc_L1_ipc_r10.npz
2,5,1.512,94.9,93.85,95.78,0.002712,0.010643,2.194,design_sample_5275_wc_L1_ipc_r05.npz
3,2,1.274,94.55,93.47,95.46,0.002578,0.008247,1.685,design_sample_5275_wc_L1_ipc_r02.npz
4,3,1.501,93.4,92.23,94.41,0.00264,0.010066,1.725,design_sample_5275_wc_L1_ipc_r03.npz
5,8,1.319,91.05,89.72,92.22,0.002601,0.008983,1.818,design_sample_5275_wc_L1_ipc_r08.npz
6,11,0.907,90.85,89.51,92.04,0.002895,0.007025,2.285,design_sample_5275_wc_L1_ipc_r11.npz
7,7,1.896,85.7,84.1,87.17,0.002314,0.022023,1.451,design_sample_5275_wc_L1_ipc_r07.npz
8,9,1.604,85.6,83.99,87.07,0.002254,0.010331,1.924,design_sample_5275_wc_L1_ipc_r09.npz
9,6,1.356,81.4,79.64,83.04,0.002966,0.016845,2.797,design_sample_5275_wc_L1_ipc_r06.npz
10,4,1.206,78.9,77.06,80.63,0.002277,0.008661,1.161,design_sample_5275_wc_L1_ipc_r04.npz
11,1,0.926,78.4,76.54,80.15,0.002452,0.006529,1.633,design_sample_5275_wc_L1_ipc_r01.npz
12,0,0.948,77.6,75.72,79.37,0.002414,0.006625,1.621,design_sample_5275_wc_L1_ipc_r00.npz
