rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,7,3.435,85.6,83.99,87.07,0.01722,0.162687,3.352,design_sample_6247_wc_L1_ipc_r07.npz
2,2,3.192,84.95,83.32,86.45,0.01856,0.118846,3.653,design_sample_6247_wc_L1_ipc_r02.npz
3,4,3.308,83.2,81.5,84.77,0.020434,0.123659,2.936,design_sample_6247_wc_L1_ipc_r04.npz
4,0,3.122,82.15,80.41,83.77,0.018713,0.111702,3.472,design_sample_6247_wc_L1_ipc_r00.npz
5,10,2.981,81.9,80.15,83.53,0.019797,0.134588,3.922,design_sample_6247_wc_L1_ipc_r10.npz
6,3,3.337,79.35,77.52,81.07,0.018369,0.140178,3.819,design_sample_6247_wc_L1_ipc_r03.npz
7,1,3.4,79.25,77.42,80.97,0.017693,0.119411,2.745,design_sample_6247_wc_L1_ipc_r01.npz
8,8,3.25,72.35,70.35,74.27,0.020083,0.102234,3.327,design_sample_6247_wc_L1_ipc_r08.npz
9,9,3.54,65.25,63.14,67.31,0.015561,0.143586,3.652,design_sample_6247_wc_L1_ipc_r09.npz
10,11,3.05,46.65,44.47,48.84,0.017503,0.066672,3.377,design_sample_6247_wc_L1_ipc_r11.npz
11,6,3.111,12.0,10.65,13.5,0.019521,0.10229,3.683,design_sample_6247_wc_L1_ipc_r06.npz
12,5,2.86,0.0,0.0,0.19,0.025084,0.046638,2.729,design_sample_6247_wc_L1_ipc_r05.npz
