rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,10,2.354,94.15,93.03,95.1,0.04702,0.05817,1.901,design_sample_42_wc_L1_ipc_r10.npz
2,0,1.927,91.8,90.52,92.92,0.047871,0.048083,1.362,design_sample_42_wc_L1_ipc_r00.npz
3,9,1.533,89.6,88.19,90.86,0.054097,0.059347,2.053,design_sample_42_wc_L1_ipc_r09.npz
4,2,1.745,89.05,87.61,90.34,0.053658,0.059416,1.36,design_sample_42_wc_L1_ipc_r02.npz
5,8,2.042,88.25,86.76,89.59,0.051379,0.051761,1.124,design_sample_42_wc_L1_ipc_r08.npz
6,11,2.246,87.9,86.4,89.26,0.047332,0.071614,1.593,design_sample_42_wc_L1_ipc_r11.npz
7,4,2.069,85.3,83.68,86.78,0.047594,0.035086,1.352,design_sample_42_wc_L1_ipc_r04.npz
8,3,1.97,84.5,82.85,86.02,0.030052,0.082175,2.171,design_sample_42_wc_L1_ipc_r03.npz
9,1,2.026,77.65,75.77,79.42,0.046213,0.033597,1.633,design_sample_42_wc_L1_ipc_r01.npz
10,6,2.114,75.25,73.31,77.09,0.04873,0.08671,1.863,design_sample_42_wc_L1_ipc_r06.npz
11,7,2.21,72.65,70.65,74.56,0.048607,0.064463,2.0,design_sample_42_wc_L1_ipc_r07.npz
12,5,1.286,71.85,69.84,73.78,0.049719,0.042453,4.039,design_sample_42_wc_L1_ipc_r05.npz
