rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,0,2.538,0.0,0.0,0.19,0.017298,0.019165,1.51,design_sample_3321_var_L0_ipc_r00.npz
2,1,2.538,0.0,0.0,0.19,0.017322,0.01917,1.51,design_sample_3321_var_L0_ipc_r01.npz
3,2,2.538,0.0,0.0,0.19,0.017295,0.019165,1.511,design_sample_3321_var_L0_ipc_r02.npz
4,3,2.538,0.0,0.0,0.19,0.017315,0.019165,1.511,design_sample_3321_var_L0_ipc_r03.npz
5,4,2.539,0.0,0.0,0.19,0.017277,0.019164,1.512,design_sample_3321_var_L0_ipc_r04.npz
6,5,2.538,0.0,0.0,0.19,0.017325,0.019165,1.511,design_sample_3321_var_L0_ipc_r05.npz
7,6,2.538,0.0,0.0,0.19,0.017299,0.019165,1.511,design_sample_3321_var_L0_ipc_r06.npz
8,7,2.538,0.0,0.0,0.19,0.017316,0.019166,1.511,design_sample_3321_var_L0_ipc_r07.npz
9,8,2.538,0.0,0.0,0.19,0.017307,0.019163,1.51,design_sample_3321_var_L0_ipc_r08.npz
10,9,2.538,0.0,0.0,0.19,0.017306,0.019163,1.511,design_sample_3321_var_L0_ipc_r09.npz
11,10,2.538,0.0,0.0,0.19,0.017305,0.019163,1.511,design_sample_3321_var_L0_ipc_r10.npz
12,11,2.538,0.0,0.0,0.19,0.017311,0.019164,1.511,design_sample_3321_var_L0_ipc_r11.npz
