rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,2,3.621,74.55,72.6,76.41,0.005493,0.032575,1.224,design_sample_6381_wc_L1_ipc_r02.npz
2,8,3.688,71.75,69.74,73.68,0.005691,0.031898,1.313,design_sample_6381_wc_L1_ipc_r08.npz
3,4,4.217,71.55,69.53,73.48,0.004862,0.043038,0.719,design_sample_6381_wc_L1_ipc_r04.npz
4,1,4.44,70.95,68.92,72.9,0.004588,0.04625,1.546,design_sample_6381_wc_L1_ipc_r01.npz
5,10,4.223,70.85,68.82,72.8,0.0073,0.023786,2.163,design_sample_6381_wc_L1_ipc_r10.npz
6,0,3.743,70.65,68.62,72.6,0.006038,0.032869,1.157,design_sample_6381_wc_L1_ipc_r00.npz
7,9,3.739,61.25,59.1,63.36,0.005021,0.030783,2.065,design_sample_6381_wc_L1_ipc_r09.npz
8,11,4.355,56.65,54.47,58.81,0.006513,0.026192,2.244,design_sample_6381_wc_L1_ipc_r11.npz
9,7,4.927,50.2,48.01,52.39,0.004226,0.054427,2.256,design_sample_6381_wc_L1_ipc_r07.npz
10,3,4.232,45.35,43.18,47.54,0.005812,0.039438,1.312,design_sample_6381_wc_L1_ipc_r03.npz
11,6,4.516,44.5,42.33,46.69,0.006431,0.020762,2.094,design_sample_6381_wc_L1_ipc_r06.npz
12,5,4.887,9.7,8.48,11.08,0.005058,0.037061,2.431,design_sample_6381_wc_L1_ipc_r05.npz
