rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,0,1.77,1.05,0.69,1.6,0.025595,0.032751,1.344,design_sample_3976_var_L0_ipc_r00.npz
2,8,1.768,1.05,0.69,1.6,0.025598,0.032706,1.344,design_sample_3976_var_L0_ipc_r08.npz
3,5,1.779,1.0,0.65,1.54,0.024689,0.032995,1.286,design_sample_3976_var_L0_ipc_r05.npz
4,1,1.791,0.9,0.57,1.42,0.024974,0.033107,1.321,design_sample_3976_var_L0_ipc_r01.npz
5,4,1.774,0.9,0.57,1.42,0.025459,0.032813,1.34,design_sample_3976_var_L0_ipc_r04.npz
6,3,1.768,0.85,0.53,1.36,0.025636,0.032695,1.345,design_sample_3976_var_L0_ipc_r03.npz
7,2,1.768,0.75,0.46,1.23,0.025534,0.032705,1.344,design_sample_3976_var_L0_ipc_r02.npz
8,7,1.777,0.65,0.38,1.11,0.025318,0.032844,1.328,design_sample_3976_var_L0_ipc_r07.npz
9,9,1.767,0.55,0.31,0.98,0.025641,0.032702,1.345,design_sample_3976_var_L0_ipc_r09.npz
10,10,1.767,0.5,0.27,0.92,0.025687,0.032697,1.345,design_sample_3976_var_L0_ipc_r10.npz
11,11,1.773,0.5,0.27,0.92,0.025286,0.032793,1.325,design_sample_3976_var_L0_ipc_r11.npz
12,6,1.79,0.45,0.24,0.85,0.024578,0.033097,1.269,design_sample_3976_var_L0_ipc_r06.npz
