rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,3,1.564,81.65,79.89,83.29,0.001673,0.024784,2.894,design_sample_264_wc_L1_ipc_r03.npz
2,5,1.764,80.15,78.34,81.84,0.001429,0.020298,2.899,design_sample_264_wc_L1_ipc_r05.npz
3,6,1.55,78.95,77.11,80.68,0.001564,0.019724,2.748,design_sample_264_wc_L1_ipc_r06.npz
4,0,1.923,78.15,76.29,79.91,0.001891,0.029895,2.2,design_sample_264_wc_L1_ipc_r00.npz
5,11,1.322,77.3,75.41,79.08,0.001582,0.013311,3.397,design_sample_264_wc_L1_ipc_r11.npz
6,8,1.364,76.95,75.05,78.74,0.001522,0.014089,3.339,design_sample_264_wc_L1_ipc_r08.npz
7,10,1.438,76.85,74.95,78.65,0.001567,0.017164,3.235,design_sample_264_wc_L1_ipc_r10.npz
8,2,1.475,76.8,74.9,78.6,0.001487,0.015911,3.374,design_sample_264_wc_L1_ipc_r02.npz
9,7,1.504,74.8,72.85,76.65,0.001423,0.013301,3.556,design_sample_264_wc_L1_ipc_r07.npz
10,1,3.054,74.6,72.65,76.46,0.001633,0.057641,3.348,design_sample_264_wc_L1_ipc_r01.npz
11,9,1.336,73.5,71.52,75.39,0.001462,0.011892,3.616,design_sample_264_wc_L1_ipc_r09.npz
12,4,1.518,72.05,70.04,73.97,0.001456,0.013545,3.467,design_sample_264_wc_L1_ipc_r04.npz
