rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,11,1.196,51.85,49.66,54.03,0.007081,0.009674,0.551,design_sample_2804_var_L0_ipc_r11.npz
2,2,1.192,51.1,48.91,53.29,0.007168,0.00962,0.574,design_sample_2804_var_L0_ipc_r02.npz
3,4,1.182,49.55,47.36,51.74,0.007311,0.009504,0.656,design_sample_2804_var_L0_ipc_r04.npz
4,9,1.188,49.35,47.16,51.54,0.007164,0.009632,0.577,design_sample_2804_var_L0_ipc_r09.npz
5,3,1.193,49.0,46.81,51.19,0.007185,0.009631,0.577,design_sample_2804_var_L0_ipc_r03.npz
6,5,1.182,48.95,46.76,51.14,0.007281,0.009499,0.649,design_sample_2804_var_L0_ipc_r05.npz
7,7,1.182,48.55,46.36,50.74,0.00731,0.0095,0.651,design_sample_2804_var_L0_ipc_r07.npz
8,8,1.185,48.3,46.12,50.49,0.007245,0.009568,0.611,design_sample_2804_var_L0_ipc_r08.npz
9,6,1.236,47.85,45.67,50.04,0.006789,0.009901,0.492,design_sample_2804_var_L0_ipc_r06.npz
10,0,1.182,47.75,45.57,49.94,0.007315,0.009499,0.654,design_sample_2804_var_L0_ipc_r00.npz
11,1,1.182,47.75,45.57,49.94,0.007326,0.009502,0.652,design_sample_2804_var_L0_ipc_r01.npz
12,10,1.229,45.9,43.73,48.09,0.006842,0.009871,0.483,design_sample_2804_var_L0_ipc_r10.npz
