rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,5,3.407,0.1,0.03,0.36,0.003262,0.015151,0.704,design_sample_6381_var_L0_ipc_r05.npz
2,8,3.407,0.05,0.01,0.28,0.003256,0.015151,0.704,design_sample_6381_var_L0_ipc_r08.npz
3,0,3.407,0.0,0.0,0.19,0.003262,0.01515,0.705,design_sample_6381_var_L0_ipc_r00.npz
4,1,3.407,0.0,0.0,0.19,0.003258,0.015151,0.705,design_sample_6381_var_L0_ipc_r01.npz
5,2,3.406,0.0,0.0,0.19,0.003263,0.01515,0.705,design_sample_6381_var_L0_ipc_r02.npz
6,3,3.283,0.0,0.0,0.19,0.003161,0.016483,1.493,design_sample_6381_var_L0_ipc_r03.npz
7,4,3.407,0.0,0.0,0.19,0.00325,0.015152,0.704,design_sample_6381_var_L0_ipc_r04.npz
8,6,4.796,0.0,0.0,0.19,0.001951,0.053553,0.881,design_sample_6381_var_L0_ipc_r06.npz
9,7,3.408,0.0,0.0,0.19,0.00325,0.015151,0.705,design_sample_6381_var_L0_ipc_r07.npz
10,9,3.407,0.0,0.0,0.19,0.003256,0.015152,0.705,design_sample_6381_var_L0_ipc_r09.npz
11,10,3.407,0.0,0.0,0.19,0.003255,0.015151,0.704,design_sample_6381_var_L0_ipc_r10.npz
12,11,3.407,0.0,0.0,0.19,0.003253,0.015153,0.704,design_sample_6381_var_L0_ipc_r11.npz
