rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,1,2.797,81.4,79.64,83.04,0.014031,0.049233,1.864,design_sample_9678_wc_L1_ipc_r01.npz
2,4,2.645,79.45,77.62,81.16,0.017235,0.021851,1.729,design_sample_9678_wc_L1_ipc_r04.npz
3,8,3.379,78.85,77.01,80.58,0.020199,0.068079,2.138,design_sample_9678_wc_L1_ipc_r08.npz
4,11,3.418,74.6,72.65,76.46,0.013522,0.111609,2.734,design_sample_9678_wc_L1_ipc_r11.npz
5,7,2.37,74.55,72.6,76.41,0.016735,0.033301,2.568,design_sample_9678_wc_L1_ipc_r07.npz
6,3,2.625,74.5,72.54,76.36,0.012953,0.023204,1.962,design_sample_9678_wc_L1_ipc_r03.npz
7,2,3.384,74.1,72.14,75.97,0.014608,0.100504,2.443,design_sample_9678_wc_L1_ipc_r02.npz
8,10,3.189,71.05,69.02,73.0,0.015978,0.034218,2.074,design_sample_9678_wc_L1_ipc_r10.npz
9,0,2.578,64.8,62.68,66.86,0.015524,0.021128,2.015,design_sample_9678_wc_L1_ipc_r00.npz
10,9,3.378,62.2,60.05,64.3,0.013546,0.10661,2.235,design_sample_9678_wc_L1_ipc_r09.npz
11,6,3.564,54.45,52.26,56.62,0.031356,0.151365,2.613,design_sample_9678_wc_L1_ipc_r06.npz
12,5,3.568,2.0,1.47,2.71,0.011517,0.127182,1.964,design_sample_9678_wc_L1_ipc_r05.npz
