rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,0,2.822,88.4,86.92,89.73,0.01405,0.148432,1.005,design_sample_7030_wc_L1_ipc_r00.npz
2,1,2.698,86.6,85.04,88.02,0.013564,0.138325,1.311,design_sample_7030_wc_L1_ipc_r01.npz
3,7,3.099,77.85,75.98,79.62,0.01157,0.147688,1.169,design_sample_7030_wc_L1_ipc_r07.npz
4,4,3.084,71.6,69.58,73.53,0.010676,0.143857,1.358,design_sample_7030_wc_L1_ipc_r04.npz
5,9,3.211,70.75,68.72,72.7,0.011508,0.151598,1.317,design_sample_7030_wc_L1_ipc_r09.npz
6,2,3.195,68.95,66.89,70.94,0.012966,0.149961,1.093,design_sample_7030_wc_L1_ipc_r02.npz
7,8,3.181,68.4,66.33,70.4,0.013718,0.14773,1.061,design_sample_7030_wc_L1_ipc_r08.npz
8,11,2.934,64.85,62.73,66.91,0.012989,0.137947,1.251,design_sample_7030_wc_L1_ipc_r11.npz
9,10,2.688,48.45,46.26,50.64,0.01151,0.119097,2.238,design_sample_7030_wc_L1_ipc_r10.npz
10,5,2.56,10.9,9.61,12.34,0.008909,0.088524,1.943,design_sample_7030_wc_L1_ipc_r05.npz
11,3,2.725,2.1,1.56,2.83,0.009532,0.102018,1.68,design_sample_7030_wc_L1_ipc_r03.npz
12,6,1.418,0.0,0.0,0.19,0.008404,0.036898,1.105,design_sample_7030_wc_L1_ipc_r06.npz
