rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,0,0.604,100.0,99.81,100.0,0.005817,0.016873,0.45,design_sample_2337_wc_L1_ipc_r00.npz
2,2,0.605,100.0,99.81,100.0,0.005803,0.016871,0.449,design_sample_2337_wc_L1_ipc_r02.npz
3,4,0.604,100.0,99.81,100.0,0.005801,0.01687,0.449,design_sample_2337_wc_L1_ipc_r04.npz
4,5,0.645,100.0,99.81,100.0,0.005524,0.016938,0.686,design_sample_2337_wc_L1_ipc_r05.npz
5,6,0.624,100.0,99.81,100.0,0.005734,0.016919,0.526,design_sample_2337_wc_L1_ipc_r06.npz
6,8,0.604,100.0,99.81,100.0,0.005794,0.016873,0.45,design_sample_2337_wc_L1_ipc_r08.npz
7,9,0.606,100.0,99.81,100.0,0.005799,0.016876,0.461,design_sample_2337_wc_L1_ipc_r09.npz
8,10,0.605,100.0,99.81,100.0,0.005813,0.016871,0.451,design_sample_2337_wc_L1_ipc_r10.npz
9,11,0.608,100.0,99.81,100.0,0.005788,0.016883,0.467,design_sample_2337_wc_L1_ipc_r11.npz
10,1,0.609,99.95,99.72,99.99,0.0058,0.016882,0.493,design_sample_2337_wc_L1_ipc_r01.npz
11,3,0.604,99.95,99.72,99.99,0.005794,0.016869,0.443,design_sample_2337_wc_L1_ipc_r03.npz
12,7,0.604,99.95,99.72,99.99,0.005784,0.016869,0.449,design_sample_2337_wc_L1_ipc_r07.npz
