rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,2,1.296,92.4,91.16,93.48,0.031485,0.021414,1.103,design_sample_11742_wc_L1_ipc_r02.npz
2,6,1.406,88.1,86.61,89.45,0.035386,0.066161,1.48,design_sample_11742_wc_L1_ipc_r06.npz
3,8,1.417,87.7,86.19,89.07,0.031326,0.028142,1.366,design_sample_11742_wc_L1_ipc_r08.npz
4,11,1.414,87.15,85.61,88.55,0.031871,0.037514,1.338,design_sample_11742_wc_L1_ipc_r11.npz
5,9,1.331,86.85,85.3,88.26,0.030059,0.022041,2.194,design_sample_11742_wc_L1_ipc_r09.npz
6,5,1.216,81.0,79.22,82.66,0.026243,0.032667,1.287,design_sample_11742_wc_L1_ipc_r05.npz
7,3,1.269,77.95,76.08,79.71,0.02626,0.020151,1.11,design_sample_11742_wc_L1_ipc_r03.npz
8,10,1.465,76.3,74.39,78.11,0.034238,0.021246,1.196,design_sample_11742_wc_L1_ipc_r10.npz
9,4,1.384,76.05,74.13,77.87,0.028875,0.019823,1.084,design_sample_11742_wc_L1_ipc_r04.npz
10,0,1.411,74.55,72.6,76.41,0.029188,0.018314,1.089,design_sample_11742_wc_L1_ipc_r00.npz
11,1,1.521,74.5,72.54,76.36,0.026391,0.023864,1.153,design_sample_11742_wc_L1_ipc_r01.npz
12,7,1.708,62.05,59.9,64.15,0.023546,0.034204,1.359,design_sample_11742_wc_L1_ipc_r07.npz
