rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,6,1.886,98.7,98.1,99.11,0.009425,0.027713,0.971,design_sample_225_wc_L1_ipc_r06.npz
2,5,1.442,91.05,89.72,92.22,0.007317,0.026125,2.078,design_sample_225_wc_L1_ipc_r05.npz
3,3,1.446,83.6,81.91,85.16,0.008575,0.025973,0.868,design_sample_225_wc_L1_ipc_r03.npz
4,2,1.449,82.6,80.88,84.2,0.00854,0.025966,0.869,design_sample_225_wc_L1_ipc_r02.npz
5,10,1.446,81.7,79.95,83.33,0.008496,0.025969,0.869,design_sample_225_wc_L1_ipc_r10.npz
6,4,3.723,81.65,79.89,83.29,0.023908,0.126302,2.484,design_sample_225_wc_L1_ipc_r04.npz
7,11,2.022,81.35,79.58,83.0,0.01045,0.026822,1.053,design_sample_225_wc_L1_ipc_r11.npz
8,8,1.525,79.55,77.73,81.26,0.009015,0.026258,0.907,design_sample_225_wc_L1_ipc_r08.npz
9,9,1.416,79.1,77.26,80.83,0.008329,0.026976,1.361,design_sample_225_wc_L1_ipc_r09.npz
10,7,3.708,78.75,76.9,80.49,0.023562,0.126195,2.473,design_sample_225_wc_L1_ipc_r07.npz
11,0,3.767,77.35,75.46,79.13,0.023888,0.126089,2.494,design_sample_225_wc_L1_ipc_r00.npz
12,1,3.74,65.7,63.59,67.75,0.023357,0.125492,2.498,design_sample_225_wc_L1_ipc_r01.npz
