rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,0,0.919,0.0,0.0,0.19,0.008807,0.017417,1.605,design_sample_286_var_L0_ipc_r00.npz
2,1,0.918,0.0,0.0,0.19,0.008818,0.017414,1.604,design_sample_286_var_L0_ipc_r01.npz
3,2,0.918,0.0,0.0,0.19,0.00881,0.017414,1.605,design_sample_286_var_L0_ipc_r02.npz
4,3,0.918,0.0,0.0,0.19,0.008825,0.017418,1.605,design_sample_286_var_L0_ipc_r03.npz
5,4,0.919,0.0,0.0,0.19,0.008818,0.017414,1.606,design_sample_286_var_L0_ipc_r04.npz
6,5,0.919,0.0,0.0,0.19,0.008805,0.017414,1.605,design_sample_286_var_L0_ipc_r05.npz
7,6,0.918,0.0,0.0,0.19,0.008813,0.017417,1.605,design_sample_286_var_L0_ipc_r06.npz
8,7,0.919,0.0,0.0,0.19,0.008824,0.017415,1.604,design_sample_286_var_L0_ipc_r07.npz
9,8,0.919,0.0,0.0,0.19,0.008804,0.017415,1.605,design_sample_286_var_L0_ipc_r08.npz
10,9,0.918,0.0,0.0,0.19,0.008808,0.017417,1.605,design_sample_286_var_L0_ipc_r09.npz
11,10,0.918,0.0,0.0,0.19,0.008805,0.017413,1.605,design_sample_286_var_L0_ipc_r10.npz
12,11,0.918,0.0,0.0,0.19,0.008801,0.017415,1.605,design_sample_286_var_L0_ipc_r11.npz
