rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,0,1.952,0.0,0.0,0.19,0.00209,0.011518,1.878,design_sample_1397_var_L0_ipc_r00.npz
2,1,1.952,0.0,0.0,0.19,0.002089,0.011516,1.877,design_sample_1397_var_L0_ipc_r01.npz
3,2,1.952,0.0,0.0,0.19,0.002087,0.011519,1.877,design_sample_1397_var_L0_ipc_r02.npz
4,3,2.329,0.0,0.0,0.19,0.001964,0.015368,1.895,design_sample_1397_var_L0_ipc_r03.npz
5,4,1.952,0.0,0.0,0.19,0.002094,0.011519,1.878,design_sample_1397_var_L0_ipc_r04.npz
6,5,1.952,0.0,0.0,0.19,0.002089,0.011518,1.877,design_sample_1397_var_L0_ipc_r05.npz
7,6,2.156,0.0,0.0,0.19,0.01514,0.017657,1.697,design_sample_1397_var_L0_ipc_r06.npz
8,7,1.952,0.0,0.0,0.19,0.002086,0.011518,1.877,design_sample_1397_var_L0_ipc_r07.npz
9,8,1.952,0.0,0.0,0.19,0.002088,0.011519,1.877,design_sample_1397_var_L0_ipc_r08.npz
10,9,1.952,0.0,0.0,0.19,0.002089,0.011518,1.877,design_sample_1397_var_L0_ipc_r09.npz
11,10,1.952,0.0,0.0,0.19,0.002087,0.011518,1.877,design_sample_1397_var_L0_ipc_r10.npz
12,11,1.952,0.0,0.0,0.19,0.002088,0.011518,1.877,design_sample_1397_var_L0_ipc_r11.npz
