rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,9,0.966,81.2,79.43,82.85,0.002797,0.006995,0.846,design_sample_10227_var_L0_ipc_r09.npz
2,11,0.966,81.0,79.22,82.66,0.002792,0.006994,0.845,design_sample_10227_var_L0_ipc_r11.npz
3,3,0.966,80.95,79.17,82.61,0.002794,0.006993,0.845,design_sample_10227_var_L0_ipc_r03.npz
4,2,0.966,80.9,79.12,82.56,0.002799,0.006995,0.845,design_sample_10227_var_L0_ipc_r02.npz
5,4,0.966,80.9,79.12,82.56,0.002803,0.006995,0.845,design_sample_10227_var_L0_ipc_r04.npz
6,5,0.966,80.05,78.24,81.74,0.002775,0.006994,0.846,design_sample_10227_var_L0_ipc_r05.npz
7,1,0.966,80.0,78.19,81.69,0.002804,0.006995,0.845,design_sample_10227_var_L0_ipc_r01.npz
8,7,0.966,79.9,78.09,81.6,0.002802,0.006995,0.845,design_sample_10227_var_L0_ipc_r07.npz
9,8,0.966,79.85,78.04,81.55,0.002801,0.006995,0.845,design_sample_10227_var_L0_ipc_r08.npz
10,10,0.966,79.3,77.47,81.02,0.002805,0.006995,0.845,design_sample_10227_var_L0_ipc_r10.npz
11,6,0.966,79.25,77.42,80.97,0.002778,0.006994,0.846,design_sample_10227_var_L0_ipc_r06.npz
12,0,0.966,78.55,76.7,80.29,0.002795,0.006996,0.845,design_sample_10227_var_L0_ipc_r00.npz
