rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,1,2.183,89.1,87.66,90.39,0.007973,0.082659,0.901,design_sample_9166_wc_L1_ipc_r01.npz
2,4,2.053,85.15,83.52,86.64,0.00928,0.050736,1.204,design_sample_9166_wc_L1_ipc_r04.npz
3,7,2.163,83.25,81.55,84.82,0.008391,0.053181,1.166,design_sample_9166_wc_L1_ipc_r07.npz
4,2,2.703,70.65,68.62,72.6,0.007913,0.074827,2.5,design_sample_9166_wc_L1_ipc_r02.npz
5,5,2.504,62.15,60.0,64.25,0.004407,0.087629,4.658,design_sample_9166_wc_L1_ipc_r05.npz
6,0,2.015,61.15,58.99,63.26,0.008235,0.033407,1.482,design_sample_9166_wc_L1_ipc_r00.npz
7,3,2.02,61.15,58.99,63.26,0.005213,0.088334,4.139,design_sample_9166_wc_L1_ipc_r03.npz
8,9,2.937,60.1,57.94,62.22,0.006925,0.085409,2.039,design_sample_9166_wc_L1_ipc_r09.npz
9,10,3.252,55.45,53.26,57.62,0.007381,0.083828,2.837,design_sample_9166_wc_L1_ipc_r10.npz
10,6,3.088,55.4,53.21,57.57,0.007219,0.08292,2.906,design_sample_9166_wc_L1_ipc_r06.npz
11,8,2.121,53.75,51.56,55.93,0.007226,0.071016,2.502,design_sample_9166_wc_L1_ipc_r08.npz
12,11,1.872,44.85,42.68,47.04,0.005322,0.078031,3.108,design_sample_9166_wc_L1_ipc_r11.npz
