rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,1,2.63,98.2,97.52,98.7,0.016611,0.179847,1.209,design_sample_9497_wc_L1_ipc_r01.npz
2,4,3.081,97.6,96.83,98.19,0.015055,0.165124,1.231,design_sample_9497_wc_L1_ipc_r04.npz
3,8,3.035,96.85,95.99,97.53,0.014311,0.188762,1.565,design_sample_9497_wc_L1_ipc_r08.npz
4,7,3.021,94.85,93.79,95.74,0.013332,0.156884,2.503,design_sample_9497_wc_L1_ipc_r07.npz
5,11,2.963,94.65,93.58,95.55,0.012493,0.188578,1.757,design_sample_9497_wc_L1_ipc_r11.npz
6,2,2.977,94.4,93.3,95.33,0.012426,0.191637,1.371,design_sample_9497_wc_L1_ipc_r02.npz
7,9,2.854,90.35,88.98,91.57,0.00986,0.193339,2.654,design_sample_9497_wc_L1_ipc_r09.npz
8,5,2.747,90.15,88.77,91.38,0.009029,0.18056,2.43,design_sample_9497_wc_L1_ipc_r05.npz
9,6,2.968,80.5,78.71,82.18,0.010871,0.169095,2.034,design_sample_9497_wc_L1_ipc_r06.npz
10,3,2.596,79.7,77.88,81.41,0.013725,0.100956,2.763,design_sample_9497_wc_L1_ipc_r03.npz
11,10,2.847,78.45,76.59,80.2,0.010612,0.169859,1.829,design_sample_9497_wc_L1_ipc_r10.npz
12,0,2.89,74.3,72.34,76.17,0.012394,0.153459,1.387,design_sample_9497_wc_L1_ipc_r00.npz
