rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,3,2.312,78.75,76.9,80.49,0.005245,0.058776,3.113,design_sample_9557_wc_L1_ipc_r03.npz
2,10,1.475,76.8,74.9,78.6,0.00406,0.018908,2.429,design_sample_9557_wc_L1_ipc_r10.npz
3,5,1.41,74.35,72.39,76.22,0.004234,0.022437,3.396,design_sample_9557_wc_L1_ipc_r05.npz
4,4,1.641,73.25,71.27,75.14,0.003722,0.027013,1.964,design_sample_9557_wc_L1_ipc_r04.npz
5,6,1.96,72.85,70.86,74.75,0.003982,0.019526,2.505,design_sample_9557_wc_L1_ipc_r06.npz
6,2,1.651,72.45,70.45,74.36,0.004057,0.028146,2.309,design_sample_9557_wc_L1_ipc_r02.npz
7,9,1.892,70.9,68.87,72.85,0.004122,0.032471,3.748,design_sample_9557_wc_L1_ipc_r09.npz
8,8,1.778,69.9,67.85,71.87,0.004055,0.032972,1.607,design_sample_9557_wc_L1_ipc_r08.npz
9,0,1.725,68.2,66.13,70.2,0.003948,0.03056,1.895,design_sample_9557_wc_L1_ipc_r00.npz
10,11,2.056,67.3,65.21,69.32,0.004367,0.025132,0.811,design_sample_9557_wc_L1_ipc_r11.npz
11,1,3.643,66.45,64.35,68.49,0.002858,0.111193,1.989,design_sample_9557_wc_L1_ipc_r01.npz
12,7,3.621,65.75,63.64,67.8,0.002837,0.104018,2.029,design_sample_9557_wc_L1_ipc_r07.npz
