rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,0,1.071,0.0,0.0,0.19,0.002179,0.014587,1.619,design_sample_7985_var_L0_ipc_r00.npz
2,1,1.067,0.0,0.0,0.19,0.00214,0.014658,1.666,design_sample_7985_var_L0_ipc_r01.npz
3,2,1.069,0.0,0.0,0.19,0.002162,0.01461,1.632,design_sample_7985_var_L0_ipc_r02.npz
4,3,1.066,0.0,0.0,0.19,0.002145,0.014658,1.668,design_sample_7985_var_L0_ipc_r03.npz
5,4,1.072,0.0,0.0,0.19,0.002169,0.014578,1.611,design_sample_7985_var_L0_ipc_r04.npz
6,5,2.111,0.0,0.0,0.19,0.001534,0.045245,2.928,design_sample_7985_var_L0_ipc_r05.npz
7,6,1.997,0.0,0.0,0.19,0.001831,0.041566,2.134,design_sample_7985_var_L0_ipc_r06.npz
8,7,1.033,0.0,0.0,0.19,0.001942,0.014983,2.047,design_sample_7985_var_L0_ipc_r07.npz
9,8,1.069,0.0,0.0,0.19,0.002163,0.014624,1.642,design_sample_7985_var_L0_ipc_r08.npz
10,9,1.07,0.0,0.0,0.19,0.002176,0.014601,1.627,design_sample_7985_var_L0_ipc_r09.npz
11,10,1.479,0.0,0.0,0.19,0.001916,0.028283,1.967,design_sample_7985_var_L0_ipc_r10.npz
12,11,1.064,0.0,0.0,0.19,0.00212,0.014684,1.689,design_sample_7985_var_L0_ipc_r11.npz
