rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,5,1.446,84.65,83.0,86.16,0.008555,0.025975,0.869,design_sample_225_var_L0_ipc_r05.npz
2,9,1.448,84.65,83.0,86.16,0.008569,0.025974,0.869,design_sample_225_var_L0_ipc_r09.npz
3,3,1.446,83.45,81.76,85.01,0.008529,0.025975,0.869,design_sample_225_var_L0_ipc_r03.npz
4,11,1.446,83.4,81.71,84.97,0.008545,0.025973,0.869,design_sample_225_var_L0_ipc_r11.npz
5,2,1.444,82.65,80.93,84.25,0.008513,0.025978,0.868,design_sample_225_var_L0_ipc_r02.npz
6,8,1.448,82.4,80.67,84.01,0.008546,0.025974,0.869,design_sample_225_var_L0_ipc_r08.npz
7,6,1.446,82.05,80.31,83.67,0.008569,0.025982,0.869,design_sample_225_var_L0_ipc_r06.npz
8,10,1.447,81.75,80.0,83.38,0.008559,0.025974,0.869,design_sample_225_var_L0_ipc_r10.npz
9,7,3.775,53.55,51.36,55.73,0.02306,0.124996,2.516,design_sample_225_var_L0_ipc_r07.npz
10,4,3.776,53.45,51.26,55.63,0.023095,0.125009,2.515,design_sample_225_var_L0_ipc_r04.npz
11,1,3.778,52.6,50.41,54.78,0.023099,0.124978,2.515,design_sample_225_var_L0_ipc_r01.npz
12,0,3.785,51.85,49.66,54.03,0.023267,0.125004,2.515,design_sample_225_var_L0_ipc_r00.npz
