rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,6,1.074,97.95,97.23,98.49,0.003702,0.013765,1.126,design_sample_10227_wc_L1_ipc_r06.npz
2,5,1.163,97.65,96.89,98.23,0.002428,0.010382,2.514,design_sample_10227_wc_L1_ipc_r05.npz
3,11,1.089,95.35,94.34,96.19,0.003768,0.007671,0.991,design_sample_10227_wc_L1_ipc_r11.npz
4,9,1.135,94.5,93.41,95.42,0.002557,0.007954,2.002,design_sample_10227_wc_L1_ipc_r09.npz
5,10,0.999,92.25,91.0,93.34,0.003263,0.00759,0.906,design_sample_10227_wc_L1_ipc_r10.npz
6,8,1.007,86.7,85.14,88.12,0.003085,0.007108,0.915,design_sample_10227_wc_L1_ipc_r08.npz
7,1,0.961,83.6,81.91,85.16,0.002764,0.007104,0.849,design_sample_10227_wc_L1_ipc_r01.npz
8,4,0.962,81.7,79.95,83.33,0.002736,0.007046,0.844,design_sample_10227_wc_L1_ipc_r04.npz
9,2,0.973,81.55,79.79,83.19,0.002836,0.006968,0.854,design_sample_10227_wc_L1_ipc_r02.npz
10,3,0.965,81.05,79.27,82.71,0.002772,0.006998,0.845,design_sample_10227_wc_L1_ipc_r03.npz
11,7,1.054,80.7,78.91,82.37,0.002242,0.009709,0.805,design_sample_10227_wc_L1_ipc_r07.npz
12,0,0.966,79.2,77.37,80.92,0.00279,0.007003,0.847,design_sample_10227_wc_L1_ipc_r00.npz
