rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,3,3.06,82.7,80.98,84.29,0.02433,0.053847,2.429,design_sample_3091_wc_L1_ipc_r03.npz
2,4,3.29,79.85,78.04,81.55,0.022085,0.107167,0.812,design_sample_3091_wc_L1_ipc_r04.npz
3,10,2.463,78.55,76.7,80.29,0.042858,0.042294,1.583,design_sample_3091_wc_L1_ipc_r10.npz
4,2,2.723,77.0,75.1,78.79,0.024494,0.032108,1.487,design_sample_3091_wc_L1_ipc_r02.npz
5,6,2.637,76.7,74.8,78.5,0.055655,0.129635,2.268,design_sample_3091_wc_L1_ipc_r06.npz
6,9,2.841,75.5,73.57,77.33,0.034937,0.036271,2.282,design_sample_3091_wc_L1_ipc_r09.npz
7,8,2.876,74.1,72.14,75.97,0.023309,0.0393,1.58,design_sample_3091_wc_L1_ipc_r08.npz
8,0,2.598,70.3,68.26,72.26,0.017457,0.036094,2.169,design_sample_3091_wc_L1_ipc_r00.npz
9,11,2.692,68.8,66.74,70.79,0.043339,0.042459,1.5,design_sample_3091_wc_L1_ipc_r11.npz
10,1,3.656,68.55,66.48,70.55,0.014572,0.131293,1.785,design_sample_3091_wc_L1_ipc_r01.npz
11,5,2.182,67.2,65.11,69.22,0.026944,0.034827,2.25,design_sample_3091_wc_L1_ipc_r05.npz
12,7,3.141,65.3,63.19,67.36,0.017488,0.114976,1.574,design_sample_3091_wc_L1_ipc_r07.npz
