rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,0,1.031,100.0,99.81,100.0,0.011035,0.019953,0.917,design_sample_2701_wc_L1_ipc_r00.npz
2,1,1.032,100.0,99.81,100.0,0.011097,0.019947,0.917,design_sample_2701_wc_L1_ipc_r01.npz
3,2,1.034,100.0,99.81,100.0,0.011094,0.019956,0.916,design_sample_2701_wc_L1_ipc_r02.npz
4,3,1.414,100.0,99.81,100.0,0.008219,0.031566,1.604,design_sample_2701_wc_L1_ipc_r03.npz
5,4,1.035,100.0,99.81,100.0,0.01112,0.019961,0.916,design_sample_2701_wc_L1_ipc_r04.npz
6,6,0.864,100.0,99.81,100.0,0.011977,0.02006,1.075,design_sample_2701_wc_L1_ipc_r06.npz
7,7,1.602,100.0,99.81,100.0,0.008255,0.021028,0.951,design_sample_2701_wc_L1_ipc_r07.npz
8,8,1.034,100.0,99.81,100.0,0.011086,0.019952,0.916,design_sample_2701_wc_L1_ipc_r08.npz
9,9,1.346,100.0,99.81,100.0,0.009993,0.021317,1.021,design_sample_2701_wc_L1_ipc_r09.npz
10,10,1.035,100.0,99.81,100.0,0.011079,0.019955,0.916,design_sample_2701_wc_L1_ipc_r10.npz
11,11,0.909,100.0,99.81,100.0,0.01115,0.020106,0.937,design_sample_2701_wc_L1_ipc_r11.npz
12,5,1.249,99.95,99.72,99.99,0.007313,0.024745,1.517,design_sample_2701_wc_L1_ipc_r05.npz
