rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,11,1.262,52.95,50.76,55.13,0.003621,0.012045,1.308,design_sample_2868_var_L0_ipc_r11.npz
2,3,1.262,51.9,49.71,54.08,0.00362,0.012044,1.307,design_sample_2868_var_L0_ipc_r03.npz
3,2,1.262,51.55,49.36,53.74,0.003611,0.012046,1.307,design_sample_2868_var_L0_ipc_r02.npz
4,9,1.262,51.3,49.11,53.49,0.003622,0.012045,1.308,design_sample_2868_var_L0_ipc_r09.npz
5,4,1.262,50.3,48.11,52.49,0.003607,0.012046,1.307,design_sample_2868_var_L0_ipc_r04.npz
6,1,1.264,50.2,48.01,52.39,0.003611,0.012046,1.308,design_sample_2868_var_L0_ipc_r01.npz
7,7,1.263,50.15,47.96,52.34,0.003606,0.012046,1.307,design_sample_2868_var_L0_ipc_r07.npz
8,10,1.261,49.35,47.16,51.54,0.003606,0.012045,1.308,design_sample_2868_var_L0_ipc_r10.npz
9,0,1.262,49.25,47.06,51.44,0.003618,0.012046,1.308,design_sample_2868_var_L0_ipc_r00.npz
10,8,1.262,49.25,47.06,51.44,0.003604,0.012045,1.307,design_sample_2868_var_L0_ipc_r08.npz
11,5,3.819,0.0,0.0,0.19,0.001478,0.104572,1.213,design_sample_2868_var_L0_ipc_r05.npz
12,6,3.769,0.0,0.0,0.19,0.001684,0.104688,0.973,design_sample_2868_var_L0_ipc_r06.npz
