rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,1,1.591,99.95,99.72,99.99,0.019955,0.063135,1.943,design_sample_4243_var_L0_ipc_r01.npz
2,11,2.279,99.5,99.08,99.73,0.030633,0.013668,0.863,design_sample_4243_var_L0_ipc_r11.npz
3,8,2.278,99.45,99.02,99.69,0.030461,0.013667,0.863,design_sample_4243_var_L0_ipc_r08.npz
4,7,2.278,99.2,98.7,99.51,0.030611,0.013666,0.862,design_sample_4243_var_L0_ipc_r07.npz
5,9,2.28,99.2,98.7,99.51,0.030595,0.013674,0.862,design_sample_4243_var_L0_ipc_r09.npz
6,10,2.274,99.2,98.7,99.51,0.030549,0.013662,0.864,design_sample_4243_var_L0_ipc_r10.npz
7,2,2.278,99.15,98.64,99.47,0.030562,0.013665,0.863,design_sample_4243_var_L0_ipc_r02.npz
8,5,2.254,99.15,98.64,99.47,0.030414,0.013673,0.866,design_sample_4243_var_L0_ipc_r05.npz
9,6,2.259,99.1,98.58,99.43,0.0304,0.013665,0.872,design_sample_4243_var_L0_ipc_r06.npz
10,4,2.28,99.0,98.46,99.35,0.030444,0.013671,0.863,design_sample_4243_var_L0_ipc_r04.npz
11,0,2.279,98.8,98.22,99.19,0.030516,0.013667,0.863,design_sample_4243_var_L0_ipc_r00.npz
12,3,1.848,89.25,87.82,90.53,0.026218,0.016234,1.437,design_sample_4243_var_L0_ipc_r03.npz
