rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,0,1.465,100.0,99.81,100.0,0.006224,0.019717,1.251,design_sample_2296_wc_L1_ipc_r00.npz
2,1,1.244,100.0,99.81,100.0,0.003072,0.021085,1.72,design_sample_2296_wc_L1_ipc_r01.npz
3,2,1.459,100.0,99.81,100.0,0.006329,0.01969,1.255,design_sample_2296_wc_L1_ipc_r02.npz
4,3,1.458,100.0,99.81,100.0,0.006341,0.019689,1.255,design_sample_2296_wc_L1_ipc_r03.npz
5,4,1.46,100.0,99.81,100.0,0.006309,0.019692,1.255,design_sample_2296_wc_L1_ipc_r04.npz
6,5,1.373,100.0,99.81,100.0,0.005149,0.021408,1.57,design_sample_2296_wc_L1_ipc_r05.npz
7,6,1.408,100.0,99.81,100.0,0.00706,0.019376,1.287,design_sample_2296_wc_L1_ipc_r06.npz
8,7,1.468,100.0,99.81,100.0,0.006251,0.019728,1.25,design_sample_2296_wc_L1_ipc_r07.npz
9,8,1.46,100.0,99.81,100.0,0.006389,0.019688,1.255,design_sample_2296_wc_L1_ipc_r08.npz
10,9,1.496,100.0,99.81,100.0,0.005736,0.019754,1.212,design_sample_2296_wc_L1_ipc_r09.npz
11,10,1.468,100.0,99.81,100.0,0.00622,0.019716,1.247,design_sample_2296_wc_L1_ipc_r10.npz
12,11,1.446,100.0,99.81,100.0,0.006508,0.019551,1.243,design_sample_2296_wc_L1_ipc_r11.npz
