rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,0,4.468,83.5,81.81,85.06,0.005543,0.099591,2.728,design_sample_9321_wc_L1_ipc_r00.npz
2,1,4.247,79.8,77.98,81.5,0.005246,0.12901,2.815,design_sample_9321_wc_L1_ipc_r01.npz
3,4,3.662,74.7,72.75,76.56,0.003455,0.068898,1.897,design_sample_9321_wc_L1_ipc_r04.npz
4,7,2.93,54.55,52.36,56.72,0.002306,0.039357,1.816,design_sample_9321_wc_L1_ipc_r07.npz
5,3,2.842,39.45,37.33,41.61,0.002362,0.044057,2.597,design_sample_9321_wc_L1_ipc_r03.npz
6,8,2.885,37.7,35.6,39.85,0.002849,0.046397,1.895,design_sample_9321_wc_L1_ipc_r08.npz
7,2,2.557,29.25,27.3,31.28,0.002487,0.034806,1.793,design_sample_9321_wc_L1_ipc_r02.npz
8,9,2.603,21.0,19.27,22.84,0.002063,0.041177,2.821,design_sample_9321_wc_L1_ipc_r09.npz
9,5,1.995,9.75,8.53,11.13,0.001631,0.02363,2.987,design_sample_9321_wc_L1_ipc_r05.npz
10,11,1.829,4.9,4.04,5.94,0.002516,0.017647,2.135,design_sample_9321_wc_L1_ipc_r11.npz
11,10,1.826,3.05,2.38,3.9,0.002473,0.018794,2.055,design_sample_9321_wc_L1_ipc_r10.npz
12,6,1.163,0.05,0.01,0.28,0.002512,0.010535,2.011,design_sample_9321_wc_L1_ipc_r06.npz
