rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,0,1.345,99.85,99.56,99.95,0.006196,0.01795,1.251,design_sample_9754_var_L0_ipc_r00.npz
2,5,1.347,99.8,99.49,99.92,0.006203,0.017959,1.249,design_sample_9754_var_L0_ipc_r05.npz
3,8,1.344,99.8,99.49,99.92,0.006222,0.017952,1.251,design_sample_9754_var_L0_ipc_r08.npz
4,4,1.344,99.7,99.35,99.86,0.006203,0.017946,1.252,design_sample_9754_var_L0_ipc_r04.npz
5,6,1.358,99.7,99.35,99.86,0.005979,0.018086,1.169,design_sample_9754_var_L0_ipc_r06.npz
6,11,1.344,99.7,99.35,99.86,0.006207,0.017949,1.254,design_sample_9754_var_L0_ipc_r11.npz
7,1,1.377,99.65,99.28,99.83,0.006157,0.017996,1.249,design_sample_9754_var_L0_ipc_r01.npz
8,3,1.324,99.65,99.28,99.83,0.006202,0.017931,1.251,design_sample_9754_var_L0_ipc_r03.npz
9,9,1.344,99.65,99.28,99.83,0.006199,0.017943,1.255,design_sample_9754_var_L0_ipc_r09.npz
10,10,1.344,99.6,99.21,99.8,0.006207,0.017947,1.251,design_sample_9754_var_L0_ipc_r10.npz
11,2,1.345,99.4,98.95,99.66,0.006178,0.01795,1.252,design_sample_9754_var_L0_ipc_r02.npz
12,7,1.345,99.4,98.95,99.66,0.00621,0.017948,1.252,design_sample_9754_var_L0_ipc_r07.npz
