rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,10,2.764,99.25,98.77,99.54,0.042125,0.04785,2.574,design_sample_250_wc_L1_ipc_r10.npz
2,3,2.791,99.2,98.7,99.51,0.034817,0.046091,2.623,design_sample_250_wc_L1_ipc_r03.npz
3,0,2.719,96.7,95.82,97.4,0.047228,0.067304,1.961,design_sample_250_wc_L1_ipc_r00.npz
4,6,2.542,95.7,94.72,96.5,0.028666,0.074091,2.713,design_sample_250_wc_L1_ipc_r06.npz
5,5,2.298,94.85,93.79,95.74,0.048029,0.039628,2.067,design_sample_250_wc_L1_ipc_r05.npz
6,2,2.452,93.85,92.71,94.82,0.052291,0.046148,2.17,design_sample_250_wc_L1_ipc_r02.npz
7,4,2.212,91.95,90.68,93.06,0.047688,0.045744,1.559,design_sample_250_wc_L1_ipc_r04.npz
8,9,2.309,89.65,88.24,90.91,0.042441,0.052485,1.964,design_sample_250_wc_L1_ipc_r09.npz
9,1,2.259,87.95,86.45,89.3,0.043582,0.067112,1.702,design_sample_250_wc_L1_ipc_r01.npz
10,8,2.328,87.0,85.45,88.4,0.049319,0.038704,1.849,design_sample_250_wc_L1_ipc_r08.npz
11,11,2.726,85.2,83.58,86.69,0.03396,0.071027,2.538,design_sample_250_wc_L1_ipc_r11.npz
12,7,2.197,75.45,73.52,77.29,0.04193,0.065045,1.898,design_sample_250_wc_L1_ipc_r07.npz
