rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,9,1.019,82.35,80.62,83.96,0.008115,0.030944,2.542,design_sample_2804_wc_L1_ipc_r09.npz
2,11,1.099,82.25,80.51,83.86,0.009896,0.027724,2.101,design_sample_2804_wc_L1_ipc_r11.npz
3,10,1.079,82.2,80.46,83.81,0.010309,0.028421,2.386,design_sample_2804_wc_L1_ipc_r10.npz
4,8,0.969,82.15,80.41,83.77,0.008068,0.017191,2.23,design_sample_2804_wc_L1_ipc_r08.npz
5,3,1.082,81.9,80.15,83.53,0.00966,0.042856,2.415,design_sample_2804_wc_L1_ipc_r03.npz
6,2,0.959,81.8,80.05,83.43,0.008615,0.021075,2.444,design_sample_2804_wc_L1_ipc_r02.npz
7,4,0.943,81.65,79.89,83.29,0.00922,0.011696,2.009,design_sample_2804_wc_L1_ipc_r04.npz
8,6,1.12,81.15,79.38,82.8,0.012368,0.052773,2.055,design_sample_2804_wc_L1_ipc_r06.npz
9,0,1.09,79.85,78.04,81.55,0.008013,0.009947,2.218,design_sample_2804_wc_L1_ipc_r00.npz
10,1,0.949,78.25,76.39,80.0,0.008078,0.011773,1.454,design_sample_2804_wc_L1_ipc_r01.npz
11,7,1.176,77.8,75.93,79.57,0.005786,0.012209,2.424,design_sample_2804_wc_L1_ipc_r07.npz
12,5,1.221,70.3,68.26,72.26,0.008825,0.072862,3.041,design_sample_2804_wc_L1_ipc_r05.npz
